FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
12657,2025,4,937187,93022500,46000,T,F,F,F,F,2346,0,1.017,9,0,58.2,5.1,1629.7096,MILITARY TR,Bridge No-934985,93,Palm Beach,4,1629.70956330242
12658,2025,3,575065,57000018,9600,C,F,F,F,A,346,2.484,3.008,9,0,53.3,3.6,845.1437,SR-189/BEAL PKWY,SR-85/EGLIN PKWY NW,57,Okaloosa,3,845.14368925404
12659,2025,4,937685,93000348,2700,C,F,F,F,A,57,0,1.723,9,0,56.7,2.1,2780.2249,PALMETTO PARK RD,WATERS EDGE ELEMENTA,93,Palm Beach,4,2780.22493596934
12660,2025,5,758088,75000126,18300,T,F,F,F,F,805,0,2.553,9,0,53.5,4.4,4101.9164,CR-435/ROCK SPGS RD,WEKIVA SPRINGS RD,75,Orange,5,4101.91635768291
12661,2025,5,758160,75000284,22000,T,F,F,F,F,968,0,4.659,9,0,53.5,4.4,7491.9492,HUNTERS CREEK BLVD,LANDSTAR BLVD,75,Orange,5,7491.94923798758
12662,2025,4,970585,86470139,7500,C,F,F,W,F,1088,0,0.219,8,0,99.9,14.5,353.1375,SR838/SUNRISE BLV EB,SR 91 SB,86,Broward,8,353.137478426832
12663,2025,4,937678,93000288,29500,T,F,F,F,F,1505,0,0.578,9,0,58.2,5.1,929.7727,SPANISH RIVER BLVD,SR-794/YAMATO RD,93,Palm Beach,4,929.772690747865
12664,2025,2,360436,26260000,71500,F,F,F,F,2,21164,0,1,10.5,0,52.9,29.6,1608.6349,MARION CO LINE,Bridge No-260061,26,Alachua,2,1608.63488104495
12665,2025,3,553053,55520000,4100,C,F,F,F,A,549,6.151,8.33,9,0,64.9,13.4,3508.4963,AIRPORT,SR-263/CAPITAL CIR,55,Leon,3,3508.49632831491
12666,2025,2,265006,26030000,10500,C,F,F,F,F,1155,25.566,26.167,9.5,0,58.9,11,966.7515,N/A,N/A,26,Alachua,2,966.751450775478
12667,2025,4,934108,93220026,11500,F,F,F,W,F,587,0,0.215,8,0,99.9,5.1,347.7076,NB I-95/SR-9,EB WOOLBRIGHT RD,93,Palm Beach,4,347.707633527294
12668,2025,4,930177,93014500,50000,C,F,F,F,2,5400,1.093,1.289,9,0,58.2,10.8,310.2518,I-95 NB,N/A,93,Palm Beach,4,310.251808179742
12669,2025,4,937141,93000230,7600,S,F,F,F,F,388,0,2.663,9,0,58.2,5.1,4285.9529,NORTHLAKE BLVD,N/A,93,Palm Beach,4,4285.95291754864
12670,2025,2,265011,26070000,16300,C,F,F,F,F,261,19.5,19.757,9,0,53.2,1.6,413.724,US-441/SR-25/SW13TH,W 10TH ST,26,Alachua,2,413.723984831592
12671,2025,5,758127,75000192,11700,T,F,F,F,F,515,0,2.638,9,0,53.5,4.4,4244.7221,SR 435 / KIRKMAN RD,JOHN YOUNG PKWY,75,Orange,5,4244.72209043338
12672,2025,4,935223,93080003,6000,T,F,F,F,F,306,0,0.962,9,0,58.2,5.1,1548.8107,E 23 ST,SR5/US1/BROADWAY AVE,93,Palm Beach,4,1548.81067147039
12673,2025,4,935500,93016000,40000,C,F,F,F,2,800,1.341,2.865,9,0,58.2,2,2449.324,N/A,N/A,93,Palm Beach,4,2449.32397414061
12674,2025,4,970473,86471129,5130,C,F,F,W,F,333,0,0.313,8,0,99.9,6.5,505.0609,SR 821 SB,86471131 RAMP,86,Broward,8,505.060928003082
12675,2025,3,560100,56010000,5200,C,F,F,F,A,874,2.955,12.506,9.5,0,60.9,16.8,15387.9195,CR-379/HOECAKE RD,SR-65,56,Liberty,3,15387.9194524312
12676,2025,5,118011,11000055,1000,S,F,F,F,2,49,0,1.724,9,0,53,4.9,2772.9287,MASCOTTE EMPIRE RD,SR 50,11,Lake,5,2772.92868349582
12677,2025,4,869065,86520000,23500,S,F,F,F,F,2139,0,0.823,9,0,55.2,9.1,1325.0799,NE 16 ST,NE 26 ST,86,Broward,4,1325.07985696882
12678,2025,5,758461,75000237,7400,F,F,F,F,F,488,0,0.43,9,0,53.5,6.6,694.9608,INTERNATIONAL DR,UNIVERSAL BLVD,75,Orange,5,694.960849206993
12679,2025,5,758345,75000083,1400,S,F,F,F,2,46,0,0.754,9,0,53.5,3.3,1222.4729,SEIDEL RD,SEIDEL RD,75,Orange,5,1222.47293775845
12680,2025,3,550364,55660000,5900,C,F,F,F,A,484,0,2.9,9,0,69.8,8.2,4663.8548,US-27/SR-20,CR-1541/BAUM RD,55,Leon,3,4663.85479778804
12681,2025,2,260215,26100000,2200,C,F,F,F,F,147,3.084,9.705,9.5,0,58.9,6.7,10663.1942,N/A,N/A,26,Alachua,2,10663.1941933532
12682,2025,4,930037,93210000,65500,C,F,F,F,F,5175,22.215,24.25,9,0,58.2,7.9,3274.9867,N/A,SR-80/EB FRONTAGE RD,93,Palm Beach,4,3274.98674681166
12683,2025,4,937222,93120000,60000,C,F,F,F,2,6000,6.658,8.204,9,0,56.7,10,2483.3337,OUSLEY FARMS RD,N/A,93,Palm Beach,4,2483.33370341962
12684,2025,2,265035,26020064,9700,C,F,F,F,F,650,0.619,1.188,9.5,0,58.9,6.7,910.724,US-27/US-41/SR-45,US-441/SR-25/SR-20,26,Alachua,2,910.723979837765
12685,2025,4,935033,93010000,25500,C,F,F,F,A,1785,10.728,13.343,9,0,61.8,7,4208.4255,US-1/SR-5,N/A,93,Palm Beach,4,4208.42545648592
12686,2025,4,970692,86470132,4450,C,F,F,W,F,645,0,0.315,8,0,99.9,14.5,508.2621,86470133 RAMP,SR 91 NB,86,Broward,8,508.262055610736
12687,2025,4,938529,93000285,9200,C,F,F,F,F,469,0,0.502,9,0,58.2,5.1,807.4502,LINTON BLVD,SW 10 ST,93,Palm Beach,4,807.450199941549
12688,2025,2,264002,26260012,900,C,F,F,W,F,258,0,0.263,9.5,0,99.9,28.7,424.9205,GORE AT I-75 SB,CR-234,26,Alachua,2,424.920469600493
12689,2025,3,550362,55560000,800,C,F,F,F,A,98,2.739,8.818,9.5,0,69.8,12.2,9771.0756,CR-155/MERIDIAN RD,US-319/SR-61,55,Leon,3,9771.07561994489
12690,2025,4,934010,93220018,15500,F,F,F,W,F,636,0,0.411,8,0,99.9,4.1,675.0358,SB I-95,SR-794/YAMATO RD,93,Palm Beach,4,675.03577970371
12691,2025,4,937568,93000247,5000,T,F,F,F,F,255,0,0.93,9,0,58.2,5.1,1491.5667,BELVEDERE RD,AUSTRALIAN AVE,93,Palm Beach,4,1491.56666374761
12692,2025,2,260004,26070000,11500,C,F,F,F,F,506,0,2.035,9.5,0,58.9,4.4,3275.5454,SW 298 ST/SE 90 AVE,CR-337/SW 266 ST,26,Alachua,2,3275.54542286083
12693,2025,5,758143,75000228,14200,T,F,F,F,F,625,0,0.362,9,0,53.5,4.4,579.2242,USPS EXIT,TORRINGTON AVE,75,Orange,5,579.224158878369
12694,2025,4,937216,93070000,38000,T,F,F,F,F,1976,2.472,4.296,9,0,58.2,5.2,2932.1102,N/A,N/A,93,Palm Beach,4,2932.11024912938
12695,2025,4,973000,86472000,123800,C,D,D,D,F,5323,0,1.072,8,0,56.2,4.3,1722.2741,END OF BRIDGE 860513,Bridge No-860483,86,Broward,8,1722.27413893348
12696,2025,3,560005,56040000,1550,C,F,F,F,A,350,30.069,36.289,9.5,0,60.9,22.6,10022.3186,SR-20,GADSDEN CO LINE,56,Liberty,3,10022.3186292179
12697,2025,5,118093,11000065,1900,S,F,F,F,2,665,1.846,3.497,9,0,53,35,2651.9727,GRAYS AIRPORT RD,SULEN RD,11,Lake,5,2651.97268814267
12698,2025,4,867260,86509501,34500,S,F,F,F,F,3140,0.554,2.574,9,0,53.9,9.1,3260.3498,N/A,SR-7/US-441,86,Broward,4,3260.34979736688
12699,2025,2,265057,26010000,21700,C,F,F,F,F,1259,16.07,16.718,9,0,53.2,5.8,1043.0525,NW 29TH RD,SR-222/NW 39TH AVE,26,Alachua,2,1043.05253799809
12700,2025,5,758056,75000074,8900,T,F,F,F,F,392,0,0.57,9,0,53.5,4.4,902.8843,MCKEY ST,N LAKEWOOD AVE,75,Orange,5,902.884303198418
12701,2025,4,937158,93000261,9900,T,F,F,F,F,505,0.92,1.917,9,0,56.7,5.1,1602.799,OLD PUMP HOUSE RD,N/A,93,Palm Beach,4,1602.79900893435
12702,2025,2,269018,26090500,9800,C,F,F,F,F,304,0,1.799,9,0,58.9,3.1,2884.3197,US 441/SR-24/SW 13TH,SR-331/SE 11TH ST,26,Alachua,2,2884.31970631395
12703,2025,4,932187,93220000,182000,S,F,F,F,F,13650,34.732,36.932,8,0,59,7.5,3540.7665,Bridge No-930516,Bridge No-930335,93,Palm Beach,4,3540.76646107484
12704,2025,4,934558,93120006,12000,F,F,F,W,F,804,0,0.186,8,0,99.9,6.7,299.1592,WB SOUTHERN BLV/SR80,SB CONGRESS AV/SR807,93,Palm Beach,4,299.159190768052
12705,2025,5,118091,11000044,2200,F,F,F,F,1,453,0,6.713,9.5,0,53,20.6,10805.8143,SUMTER COUNTY LINE,US-27,11,Lake,5,10805.8142523564
12706,2025,4,930718,93010000,20000,C,F,F,F,A,920,14.349,17.336,9,0,61.8,4.6,4807.0642,N/A,N/A,93,Palm Beach,4,4807.06420438003
12707,2025,6,878108,87000027,9200,C,F,F,F,F,800,1.51,2.526,9.5,0,61,8.7,1636.4546,SW 232 ST/SILVER PAL,SW 216 ST/HAILIN MIL,87,Miami-Dade,6,1636.45464628544
12708,2025,4,869349,86900004,8600,F,F,F,F,1,989,0,0.082,9,0,55.2,11.5,126.5112,SR-822/SHERIDAN ST,N 29 AVE,86,Broward,4,126.511209719173
12709,2025,4,935110,93050000,23000,C,F,F,F,2,1035,5.069,5.835,9,0,61.8,4.5,1230.2834,N/A,N/A,93,Palm Beach,4,1230.28344779196
12710,2025,4,937068,93000437,7300,T,F,F,F,F,372,0,0.49,9,0,56.7,5.1,788.8565,CENTRAL BLVD,SHADY LAKES DR,93,Palm Beach,4,788.856509973622
12711,2025,5,758029,75000039,4900,S,F,F,F,2,510,0,1.376,9,0,53.5,10.4,2217.5925,SAND LAKE RD,VANGUARD ST,75,Orange,5,2217.59251636288
12712,2025,5,758224,75000385,4000,S,F,F,W,2,28,0,0.349,9,0,99.9,0.7,565.9013,COMMON WAY RD,FERN AVE,75,Orange,5,565.901256635535
12713,2025,4,978638,86472038,2320,C,F,F,W,F,100,0,0.376,8,0,99.9,4.3,609.3846,SR 869 NB,US 441/SR 7,86,Broward,8,609.384641089499
12714,2025,2,261015,26005000,31500,C,F,F,F,F,1103,0.644,2.399,9,0,53.2,3.5,2824.1968,N/A,N/A,26,Alachua,2,2824.19684496517
12715,2025,4,937697,93000376,2700,T,F,F,F,F,138,0,0.342,9,0,56.7,5.1,558.6606,DONNELY DR,W LANTANA RD,93,Palm Beach,4,558.660568463614
12716,2025,7,109198,10820000,19200,C,F,F,F,F,2995,0,1.561,9,0,57.9,15.6,2518.0877,SR-580 / HILLSBOROUG,LINEBAUGH AVE,10,Hillsborough,7,2518.08773461359
12717,2025,2,260489,26090000,54000,C,F,F,F,F,2646,14.41,14.89,9,0,53.2,4.9,772.2248,SW 23RD TER,SR-226/SR-24A,26,Alachua,2,772.224830971658
12718,2025,4,930752,93210000,57500,C,F,F,F,1,7245,1.489,2.747,9,0,58.2,12.6,2024.4715,N/A,SR-808/GLADES RD,93,Palm Beach,4,2024.47152798129
12719,2025,4,930148,93100000,17900,C,F,F,F,A,4529,6.059,11.005,9.5,0,56.7,25.3,7960.0269,N/A,N/A,93,Palm Beach,4,7960.02686454277
12720,2025,4,930712,93001000,38000,C,F,F,F,1,1558,7.961,8.456,9,0,56.7,4.1,796.591,PROSPERITY FARM RD,N/A,93,Palm Beach,4,796.591020230201
12721,2025,5,758053,75000071,14600,T,F,F,F,F,642,0,0.503,9,0,53.5,4.4,785.9953,W COLONIAL DR,MARSHALL FARMS RD,75,Orange,5,785.995336714913
12722,2025,4,869319,86560000,13400,S,F,F,F,F,1219,1.257,1.61,9,0,55.2,9.1,568.1131,N/A,N/A,86,Broward,4,568.113125608586
12723,2025,4,937193,93025501,28500,T,F,F,F,F,1454,0.822,1.502,9,0,58.2,5.1,1093.5577,N/A,N/A,93,Palm Beach,4,1093.55767826592
12724,2025,5,118004,11000012,5500,S,F,F,F,2,627,0,2.6,9,0,53,11.4,4178.3473,US 441,HASELTON ST,11,Lake,5,4178.34726438237
12725,2025,4,937671,93000414,3600,T,F,F,F,F,184,0,0.538,9,0,56.7,5.1,865.8573,AVE J,AVE F,93,Palm Beach,4,865.857348563945
12726,2025,4,937540,93000323,5600,T,F,F,F,F,286,0,1.537,9,0,58.2,5.1,2473.52,GATEWAY BLVD,GATEWAY BLVD,93,Palm Beach,4,2473.51998128551
12727,2025,5,758194,75000355,16100,T,F,F,F,F,708,0,0.59,9,0,53.5,4.4,936.4266,OCOEE APOPKA RD,75320005 NB OFF,75,Orange,5,936.426586608995
12728,2025,6,878710,87000022,5400,T,F,F,F,F,335,0,4.077,9,0,61,6.2,6559.8454,REDLAND RD/SW 187 AV,SW 147 AVE,87,Miami-Dade,6,6559.84542161
12729,2025,4,930781,93020100,13500,C,F,F,F,1,756,0.628,0.96,9,0,58.2,5.6,539.441,N/A,US-1/SR-5/DIXIE HWY,93,Palm Beach,4,539.440973408311
12730,2025,4,934034,93220045,11000,F,F,F,W,F,561,0,0.313,8,0,99.9,5.1,499.1775,10 AVE N,SB I-95,93,Palm Beach,4,499.177455742822
12731,2025,4,937147,93000233,25500,T,F,F,F,F,1301,2.491,4.509,9,0,58.2,5.1,3238.7174,N/A,N/A,93,Palm Beach,4,3238.71740196778
12732,2025,2,260483,26070000,32500,C,F,F,F,F,1430,12.922,14.396,9,0,53.2,4.4,2372.5901,NW 98TH ST,NW 75TH ST/TOWER RD,26,Alachua,2,2372.59009349493
12733,2025,5,758337,75000220,29000,T,F,F,F,F,1914,0,0.4,9,0,53.5,6.6,644.3581,MAGUIRE RD,BRUSHY CREEK CT,75,Orange,5,644.358139133288
12734,2025,4,938535,93070000,45000,T,F,F,F,F,2295,4.296,4.762,9,0,58.2,5.1,749.1081,N/A,N/A,93,Palm Beach,4,749.10806151486
12735,2025,4,935502,93016000,27500,C,F,F,F,2,935,8.374,8.727,9,0,58.2,3.4,567.3586,I-95 / SR-9,N/A,93,Palm Beach,4,567.358640801202
12736,2025,3,575092,57000018,10000,C,F,F,F,A,630,0.915,2.107,9,0,53.3,6.3,1922.6581,WRIGHT PKWY NW,ROBINWOOD DR SW,57,Okaloosa,3,1922.65806610272
12737,2025,4,937413,93000340,3200,T,F,F,F,F,163,0,0.582,9,0,58.2,5.1,942.408,POWERLINE RD,S VERDE TRL,93,Palm Beach,4,942.408000840319
12738,2025,4,935070,93180001,9800,C,F,F,W,2,608,0,0.763,9,0,99.9,6.2,1224.4537,BR# 930104,N/A,93,Palm Beach,4,1224.45368017415
12739,2025,5,758091,75000140,10800,T,F,F,F,F,475,0,2.809,9,0,53.5,4.4,4515.227,CLARCONA RD,SR-436,75,Orange,5,4515.22695184583
12740,2025,5,750015,75000301,53000,F,F,F,W,1,1749,0,1.364,9,0,99.9,3.3,2193.7552,TO TERMINAL B,N. END BRIDGE 755905,75,Orange,5,2193.75515129102
12741,2025,3,575056,57000005,3700,C,F,F,F,F,152,0,1.849,9,0,53.3,4.1,2976.8305,US-90/SR-10/HWY 90,SR-85/FERDON BLVD,57,Okaloosa,3,2976.83051375965
12742,2025,4,933503,93000299,18100,C,F,F,F,A,380,0,0.59,9,0,58.2,2.1,949.928,SR-704/OKEECHOBEE BL,BANYAN BLVD,93,Palm Beach,4,949.927997969631
12743,2025,2,260323,26250000,26705,C,A,A,A,A,721,0.712,1.608,9,0,52.9,2.7,1438.882,SW 42ND PL,SR-24/ARCHER RD,26,Alachua,2,1438.88203458678
12744,2025,3,553062,55519000,14300,C,F,F,F,A,644,0,1.674,9,0,69.8,4.5,2693.2913,CR-155/MERIDIAN RD,SR-61/THOMASVILLE RD,55,Leon,3,2693.29130925227
12745,2025,2,265046,26050000,25000,C,F,F,F,F,2350,3.379,3.964,9,0,53.2,9.4,940.8794,SR-26/E UNIV AVE,NE 8TH AVE,26,Alachua,2,940.879408691236
12746,2025,4,935227,93010101,14000,C,F,F,W,A,252,1.046,2.336,9,0,99.9,1.8,2075.7377,SR-806/ATLANTIC AVE,US-1 / SR-5,93,Palm Beach,4,2075.73773825968
12747,2025,6,878119,87000051,12800,C,F,F,F,F,1114,0,0.973,9,0,61,8.7,1565.3196,SR-5/US-1,SW 137 AVE,87,Miami-Dade,6,1565.31962416901
12748,2025,4,869263,86570501,19700,S,F,F,F,F,1793,0,1,9,0,55.2,9.1,1619.2446,SR-9/I-95,NW 7 AVE,86,Broward,4,1619.24459028509
12749,2025,4,930724,93060000,9800,C,F,F,F,A,539,22.587,25.088,9,0,61.8,5.5,4024.9892,N/A,N/A,93,Palm Beach,4,4024.98917364143
12750,2025,4,973009,86472000,94100,C,D,D,D,F,4046,19.566,20.703,8,0,56.2,4.3,1826.7515,N/A,N/A,86,Broward,8,1826.75149936742
12751,2025,3,560210,56020000,350,C,F,F,F,F,53,0,6.649,9.5,0,60.9,15.2,10707.5903,CONC POST FAP FH13A,CR-379,56,Liberty,3,10707.5902848021
12752,2025,5,118016,11000082,4400,C,F,F,F,2,678,0,1.251,9,0,53,15.4,2008.0297,E ORANGE AVE,CR-44A,11,Lake,5,2008.0297218241
12753,2025,4,867139,86509501,40000,S,F,F,F,F,3640,0,0.554,9,0,53.9,9.1,894.2687,SR-817/UNIVERSITY DR,N/A,86,Broward,4,894.268732267228
12754,2025,5,758322,75000267,17000,T,F,F,F,F,1122,0,0.184,9,0,53.5,6.6,296.4264,JUDGE RD/75000260,SHADOWRIDGE DR,75,Orange,5,296.426405556033
12755,2025,5,758077,75000104,1850,S,F,F,F,2,124,0,1.378,9,0,53.5,6.7,2224.6405,W KALEY ST,CHURCH ST,75,Orange,5,2224.64053114697
12756,2025,3,550365,55610000,5500,C,F,F,F,A,589,3.954,5.774,9,0,69.8,10.7,2934.8326,SR-20/STATE RD 20,US HWY 90,55,Leon,3,2934.83256811285
12757,2025,2,265078,26090000,20400,C,F,F,F,F,1000,15.596,15.916,9,0,53.2,4.9,514.8757,SW 16TH ST,US-441/SR-25,26,Alachua,2,514.875713812961
12758,2025,4,932172,93220000,192000,E,F,F,F,F,14400,31.41,32.981,8,0,59,7.5,2528.482,N/A,Bridge No-930519,93,Palm Beach,4,2528.48199498496
12759,2025,4,930021,93120000,76000,F,F,F,F,1,4940,15.94,17.232,9,0,58.2,6.5,2075.2044,N/A,Bridge No-930459,93,Palm Beach,4,2075.20439794045
12760,2025,2,290058,26020000,5200,C,F,F,F,A,588,26.193,26.493,9.5,0,54.8,11.3,483.4485,NW 212 AVE,COLUMBIA CO LINE,26,Alachua,2,483.448520608318
12761,2025,4,930494,93006000,35000,C,F,F,F,A,1680,5.45,5.872,9,0,58.2,4.8,678.2466,SUMMIT BLVD,RANCH HOUSE RD,93,Palm Beach,4,678.24660351671
12762,2025,4,867970,86540000,25500,S,F,F,F,F,2321,0.564,1.463,9,0,53.9,9.1,1440.2879,N/A,N/A,86,Broward,4,1440.28794677141
12763,2025,4,937192,93025501,31000,T,F,F,F,F,1581,1.502,2.047,9,0,58.2,5.1,876.4897,N/A,SR-702/45 ST,93,Palm Beach,4,876.489702638419
12764,2025,4,930701,93000433,4600,S,F,F,F,2,216,0,0.489,9,0,56.7,4.7,794.3181,MILITARY TRL,END OF RD,93,Palm Beach,4,794.318071418443
12765,2025,5,758043,75000057,2900,S,F,F,F,2,55,0,1.101,9,0,53.5,1.9,1766.0708,LOCH BERRY RD,PALMER AVE,75,Orange,5,1766.07075045716
12766,2025,5,758213,75000374,14000,T,F,F,F,F,616,0,1.58,9,0,53.5,4.4,2541.8567,JOHN YOUNG PKWY,BALCOMBE RD,75,Orange,5,2541.85669019948
12767,2025,4,937597,93023500,13700,T,F,F,F,F,699,0.72,1.075,9,0,61.8,5.1,581.6692,N/A,SR-A1A/S OCEAN BLVD,93,Palm Beach,4,581.669248194253
12768,2025,2,260054,26010000,17600,C,F,F,F,F,1021,11.628,12.593,9,0,53.2,5.8,1553.2673,SR-331,SW 25TH PL,26,Alachua,2,1553.26730011957
12769,2025,7,109026,10900006,16000,E,F,F,F,F,2496,0,0.474,9,0,57.9,15.6,761.6354,BAYWEST COMMERCE PK,MEMORIAL HWY,10,Hillsborough,7,761.635400799986
12770,2025,2,260485,26090000,33500,C,F,F,F,F,3250,12.035,12.764,9,0,53.2,9.7,1172.8475,SW 47 ST,SW 40TH BLVD,26,Alachua,2,1172.84752066706
12771,2025,4,930740,93002000,16000,C,F,F,F,1,416,0,0.574,9,0,61.8,2.6,921.8991,SR-5/US-1,SR-A1A/N OCEAN BLVD,93,Palm Beach,4,921.899060220367
12772,2025,4,937667,93000372,13200,T,F,F,F,F,673,0,1.069,9,0,58.2,5.1,1734.8674,ROUNDABOUT,PALM BCH LAKES BLVD,93,Palm Beach,4,1734.86743424419
12773,2025,4,937234,93180000,46000,C,F,F,F,A,2898,6.164,7.174,9,0,58.2,6.3,1628.4457,N/A,N/A,93,Palm Beach,4,1628.44571861427
12774,2025,5,758099,75000153,18500,T,F,F,F,F,814,0,3.121,9,0,53.5,4.4,5050.7,SAND LAKE RD,CONROY WINDERMERE RD,75,Orange,5,5050.70001006173
12775,2025,5,757081,75000323,42000,C,F,F,F,A,3696,1.58,3.467,9,0,53.5,8.8,3027.1609,FROM RAMP 75525005,FROM SUB 75000328,75,Orange,5,3027.16085153381
12776,2025,4,937153,93000390,9800,T,F,F,F,F,500,0,0.542,9,0,58.2,5.1,878.7275,LAKE WORTH RD,ST. ANDREWS RD,93,Palm Beach,4,878.727515989843
12777,2025,5,758020,75000029,6100,S,F,F,F,2,677,0,1,9,0,53.5,11.1,1613.8476,SUMMERLIN AVE,BUMBY AVE,75,Orange,5,1613.84759111111
12778,2025,5,758189,75000349,6100,S,F,F,F,2,79,0,1.296,9,0,53.5,1.3,2065.0086,ALAFAYA TRL,470' N OF 75000817,75,Orange,5,2065.00859303478
12779,2025,6,878104,87000016,22500,C,F,F,F,F,1395,0,0.294,9,0,61,6.2,476.7805,SW 122 AVE,N/A,87,Miami-Dade,6,476.780482149024
12780,2025,4,867168,86538500,19900,S,F,F,F,F,1811,0,1.395,9,0,53.9,9.1,2243.7099,SR-817/UNIVERSITY DR,NW 64 AVE,86,Broward,4,2243.7098877895
12781,2025,4,937195,93025501,29000,T,F,F,F,F,1479,0,0.188,9,0,58.2,5.1,302.3637,PALM BEACH LAKES BL,N/A,93,Palm Beach,4,302.363707191739
12782,2025,4,970543,86470203,24000,C,F,F,W,F,3480,0,0.421,8,0,99.9,14.5,677.8438,I-595 EB,SR 91 NB,86,Broward,8,677.843809536126
12783,2025,5,758046,75000060,6400,S,F,F,F,2,294,0,0.921,9,0,53.5,4.6,1486.0619,DELANEY AVE,CURRY FORD RD,75,Orange,5,1486.06187656304
12784,2025,5,758215,75000376,5900,R,F,F,F,F,260,0,3.175,9,0,53.5,4.4,5118.3142,LANDSTAR BLVD,LANDSTAR BLVD,75,Orange,5,5118.31423384354
12785,2025,4,867719,86503000,6600,F,F,F,W,1,264,0,1.018,9,0,99.9,4,1635.4906,SR-824/PEMBROKE RD,N/A,86,Broward,4,1635.49055924793
12786,2025,2,260137,26010000,9500,C,F,F,F,F,551,2.908,5.336,9.5,0,58.9,5.8,3908.1954,SE CR-234,SE 132 LN,26,Alachua,2,3908.19543914132
12787,2025,4,937597,93000355,13700,T,F,F,F,F,699,0,0.855,9,0,61.8,5.1,1369.7563,WALNUT TERR,W CAMINO REAL,93,Palm Beach,4,1369.75629621421
12788,2025,7,105738,10760500,12800,C,F,F,F,F,1523,0,1.959,9,0,57.9,11.9,3143.8944,N US-41,LIVINGSTON AVE,10,Hillsborough,7,3143.89435746592
12789,2025,2,260680,26070000,16000,C,F,F,F,F,256,19.757,20.012,9,0,53.2,1.6,410.3777,W 10TH ST,W 6TH ST,26,Alachua,2,410.377737632457
12790,2025,5,758147,75000232,29000,T,F,F,F,F,1276,0,3.348,9,0,53.5,4.4,5399.1776,0.116MI E OF DEAN RD,ALAFAYA TRL,75,Orange,5,5399.17761456097
12791,2025,4,930746,93090000,2800,T,F,F,F,F,168,13.001,13.499,9,0,61.8,6,801.4597,N/A,MARTIN COUNTY LINE,93,Palm Beach,4,801.459695456381
12792,2025,3,575164,57000036,400,C,F,F,F,F,16,0,0.496,9,0,60.4,4.1,804.529,BENNING DR,FIRST ST,57,Okaloosa,3,804.528953017563
12793,2025,4,937697,93000380,2700,T,F,F,F,F,138,0,2.69,9,0,56.7,5.1,4340.6171,SEMINOLE PRATT W RD,TOWN CENTER PKWY,93,Palm Beach,4,4340.61705807189
12794,2025,4,937227,93150000,39000,T,F,F,F,F,1989,14.13,15.13,9,0,56.7,5.1,1609.294,N/A,N/A,93,Palm Beach,4,1609.29401315972
12795,2025,5,758100,75000154,34000,S,F,F,F,2,1530,0.237,2.821,9,0,53.5,4.5,4153.536,END OF 75000201,SAND LAKE RD,75,Orange,5,4153.53598316032
12796,2025,5,758164,75000295,12000,T,F,F,F,F,528,0,2.261,9,0,53.5,4.4,3656.8187,SR-436,WELCH RD,75,Orange,5,3656.81866904186
12797,2025,4,937671,93000416,3600,T,F,F,F,F,184,0,0.264,9,0,56.7,5.1,424.1001,AVE F,BROADWAY/US-1,93,Palm Beach,4,424.10007340984
12798,2025,4,937413,93000315,3200,T,F,F,F,F,163,0,3.161,9,0,58.2,5.1,5086.4873,EL CLAIR RANCH RD,EL CLAIR RANCH RD,93,Palm Beach,4,5086.4872689824
12799,2025,5,758192,75000353,4900,R,F,F,F,F,216,0,1.785,9,0,53.5,4.4,2876.2738,BEGGS RD,APOPKA BLVD,75,Orange,5,2876.27375983685
12800,2025,6,873100,87000002,14500,C,F,F,F,A,812,0,0.7,9,0,61,5.6,1133.3455,NW 21 ST,NW SOUTH RIVER DR,87,Miami-Dade,6,1133.34549853869
12801,2025,5,117001,11000005,3900,S,F,F,F,2,339,0,2.148,9,0,53,8.7,3439.3552,US 27 / US 441,LK UNITY NURSERY RD,11,Lake,5,3439.35517417862
12802,2025,4,930180,93000230,16500,C,F,F,F,1,875,6.007,8.347,9,0,56.7,5.3,3766.0374,N/A,BEG OF BRIDGE 930419,93,Palm Beach,4,3766.03735106224
12803,2025,2,260478,26070000,52000,C,F,F,F,F,832,15.207,15.747,9,0,53.2,1.6,869.1667,NW 62ND ST,NW 53RD TER,26,Alachua,2,869.166650341183
12804,2025,5,758137,75000210,1150,S,F,F,F,2,277,0,1.927,9,0,53.5,24.1,3089.6411,SR 527/ORANGE AVE,DAETWYLER DR,75,Orange,5,3089.64110609552
12805,2025,4,935291,93060000,12100,F,F,F,F,1,569,27.971,28.162,9,0,61.8,4.7,307.2725,N/A,N/A,93,Palm Beach,4,307.272479354131
12806,2025,4,930060,93016000,39000,C,F,F,F,A,1248,0,1.341,9,0,58.2,3.2,2155.0207,US-441/SR-7,N/A,93,Palm Beach,4,2155.02065518179
12807,2025,4,978618,86472018,8500,C,F,F,W,F,366,0,0.287,8,0,99.9,4.3,466.6468,SR 869 NB,SAMPLE ROAD,86,Broward,8,466.646827881659
12808,2025,3,560213,56510000,400,C,F,F,F,F,61,0,19.608,9.5,0,60.9,15.2,31604.6854,SR-65,CR-12,56,Liberty,3,31604.6854327068
