FID,ROADWAY,FUNCLASS,BEGIN_POST,END_POST,Shape_Leng,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
356,38570000,07,0,2.688,4348.4791,2,38,Taylor,2,4348.47908063604
357,77502000,14,1.006,8.327,11807.5449,5,77,Seminole,5,11807.5448969337
358,14000133,17,0,2.182,3510.3827,7,14,Pasco,7,3510.38271339603
359,87290000,14,0,0.774,1250.7814,6,87,Miami-Dade,6,1250.7813540573
360,02000007,18,0,4.21,6785.8463,7,02,Citrus,7,6785.84629550634
361,14050001,19,0,0.399,640.419,7,14,Pasco,7,640.419040891802
362,38590000,09,18.448,18.792,553.5689,2,38,Taylor,2,553.568879576576
363,14000056,18,0,0.5,815.0057,7,14,Pasco,7,815.005729154539
364,71000003,08,0,1.835,2953.1787,2,71,Clay,2,2953.17865317303
365,46000018,17,0,0.594,972.8616,3,46,Bay,3,972.861589973342
366,87673501,14,0,1.586,2546.1166,6,87,Miami-Dade,6,2546.11662134465
367,14000222,18,0,0.45,732.1772,7,14,Pasco,7,732.17718732454
368,01010000,04,0,5.536,8903.9648,1,01,Charlotte,1,8903.96482711975
369,38000022,09,0,0.65,1049.4096,2,38,Taylor,2,1049.40962019647
370,77000236,18,0,1.747,2800.0186,5,77,Seminole,5,2800.01857554862
371,14000095,18,0.763,1.501,1188.8335,7,14,Pasco,7,1188.83354480663
372,87270000,11,0,17.199,27665.2107,6,87,Miami-Dade,6,27665.2107047141
373,37900016,09,0,0.309,497.7214,2,37,Suwannee,2,497.721353940691
374,14010000,14,6.382,13.599,11611.6993,7,14,Pasco,7,11611.6993280947
375,15000004,17,0,1.444,2325.1624,7,15,Pinellas,7,2325.16237383902
376,02530000,07,0,6.051,9744.3053,7,02,Citrus,7,9744.30525478457
377,70502500,17,0,0.946,1523.957,5,70,Brevard,5,1523.95699449611
378,39900001,09,0,0.844,1352.346,2,39,Union,2,1352.34601192365
379,87508500,16,0,2.002,3224.5366,6,87,Miami-Dade,6,3224.53662212935
380,14000215,17,0,1.413,2274.2196,7,14,Pasco,7,2274.21961771964
381,01000105,07,7.949,8.154,330.3634,1,01,Charlotte,1,330.363435290424
382,02506000,18,1.963,4.039,3345.4178,7,02,Citrus,7,3345.41778467374
383,37060000,06,0,16.044,25819.7564,2,37,Suwannee,2,25819.7564452092
384,02030000,14,4.025,17.332,21422.7677,7,02,Citrus,7,21422.7676512203
385,77000054,18,0.427,1.283,1378.0901,5,77,Seminole,5,1378.09011885811
386,37505001,09,0,0.689,1118.9511,2,37,Suwannee,2,1118.95111303901
387,37900011,09,0,3.222,5185.5151,2,37,Suwannee,2,5185.51514535412
388,77000231,18,0,0.638,1026.5248,5,77,Seminole,5,1026.52483799929
389,14000103,17,0,0.431,696.009,7,14,Pasco,7,696.008988327212
390,87260532,18,0,1,1609.2309,6,87,Miami-Dade,6,1609.23091937106
391,37900014,09,0,0.719,1160.0074,2,37,Suwannee,2,1160.0074015464
392,14000234,18,0,0.509,807.1703,7,14,Pasco,7,807.17033512517
393,38507000,09,0,2.483,3995.8026,2,38,Taylor,2,3995.80264101502
394,02000048,18,0,1.424,2285.4891,7,02,Citrus,7,2285.48908956915
395,70540000,17,2.607,6.954,6974.5822,5,70,Brevard,5,6974.5822167129
396,39900005,09,0,0.716,1152.6179,2,39,Union,2,1152.61792282392
397,14000191,18,0,0.632,1029.4966,7,14,Pasco,7,1029.49658306626
398,01000108,17,0,0.767,1245.1482,1,01,Charlotte,1,1245.14818088746
399,14000068,18,0,0.513,824.9518,7,14,Pasco,7,824.951772541369
400,02030000,04,17.332,25.107,12516.7905,7,02,Citrus,7,12516.7905483437
401,77000085,17,3.886,5.677,2883.1948,5,77,Seminole,5,2883.19482555668
402,37580000,07,0,10.335,16620.8362,2,37,Suwannee,2,16620.8362217456
403,70120001,14,0,0.445,716.3751,5,70,Brevard,5,716.375104051745
404,14900002,19,0,1.094,1759.362,7,14,Pasco,7,1759.36195768506
405,77000424,18,0,0.26,418.5685,5,77,Seminole,5,418.568494574945
406,39010000,06,5.336,14.012,13961.153,2,39,Union,2,13961.153017136
407,77631500,17,0,2.07,3334.1664,5,77,Seminole,5,3334.1664111032
408,14000161,18,0,1.525,2452.4101,7,14,Pasco,7,2452.41005098421
409,01000050,16,0.063,0.989,1510.5786,1,01,Charlotte,1,1510.57857547879
410,02000034,18,0,2.668,4279.4852,7,02,Citrus,7,4279.48524418604
411,14070000,14,5.092,8.183,4962.7401,7,14,Pasco,7,4962.74007445154
412,02000069,18,0,1.156,1860.7246,7,02,Citrus,7,1860.72457841633
413,71000293,16,0,0.762,1224.4816,2,71,Clay,2,1224.48156099735
414,46000045,09,0,2.437,3911.3824,3,46,Bay,3,3911.38238929282
415,14502000,19,0.23,1.897,2713.8632,7,14,Pasco,7,2713.86319559038
416,01075000,01,0,9.151,14755.9045,1,01,Charlotte,1,14755.904454055
417,38500003,07,0,1.274,2051.8321,2,38,Taylor,2,2051.83210190174
418,38600000,08,0,16.422,26430.9688,2,38,Taylor,2,26430.9687641776
419,77540500,17,0,2.872,4616.0735,5,77,Seminole,5,4616.07353468021
420,14000116,07,3.54,5.35,2911.6378,7,14,Pasco,7,2911.63778432131
421,01000005,17,0,3.234,5258.7311,1,01,Charlotte,1,5258.73109575766
422,01540000,16,2.283,8.71,10341.7187,1,01,Charlotte,1,10341.718707095
423,14030000,14,0,19.688,31672.2539,7,14,Pasco,7,31672.2539252576
424,38514000,07,0.316,17.151,27093.8562,2,38,Taylor,2,27093.8562412797
425,14000051,17,0,0.502,805.6313,7,14,Pasco,7,805.631312821563
426,70740000,14,0,8.573,13803.3479,5,70,Brevard,5,13803.3479305528
427,46000028,09,0,3.556,5742.507,3,46,Bay,3,5742.50702755252
428,87674503,19,0,0.887,1430.0986,6,87,Miami-Dade,6,1430.09857286396
429,14501000,17,0,6.363,10241.1196,7,14,Pasco,7,10241.119551834
430,01000590,17,0,0.37,596.653,1,01,Charlotte,1,596.653020358193
431,14000093,18,0,1.224,1959.4381,7,14,Pasco,7,1959.43812673317
432,87260523,19,0,1.232,1977.4536,6,87,Miami-Dade,6,1977.45355510755
433,01505000,17,0,0.924,1493.1466,1,01,Charlotte,1,1493.14656506141
434,38000037,09,0,1.72,2785.2385,2,38,Taylor,2,2785.23849286313
435,70120003,16,0,0.049,78.3569,5,70,Brevard,5,78.3569312666232
436,14680000,14,3.121,4.592,2376.4013,7,14,Pasco,7,2376.40127938796
437,02000049,18,0,0.866,1394.5879,7,02,Citrus,7,1394.58789216909
438,70520000,17,10.073,12.595,4062.663,5,70,Brevard,5,4062.66297218504
439,39621000,08,0,2.556,4110.7727,2,39,Union,2,4110.77273639102
440,87610501,17,0,0.261,421.0956,6,87,Miami-Dade,6,421.09563393945
441,14000213,18,0,3.077,5013.784,7,14,Pasco,7,5013.7840187895
442,01000101,17,0,7.045,11305.528,1,01,Charlotte,1,11305.5280079973
443,02540000,19,2.206,2.327,194.4763,7,02,Citrus,7,194.476281264037
444,37010000,06,14.387,26.152,18936.9778,2,37,Suwannee,2,18936.9778158592
445,02080000,06,6.615,8.775,3474.2314,7,02,Citrus,7,3474.23143259992
446,77000057,18,0,0.9,1441.5886,5,77,Seminole,5,1441.58860135214
447,37506000,08,0,4.637,7455.6608,2,37,Suwannee,2,7455.66083874297
448,70018500,17,0,2.8,4508.5105,5,70,Brevard,5,4508.51054717438
449,14570100,18,0,0.119,199.3883,7,14,Pasco,7,199.388349026617
450,77000413,18,0,1.497,2412.886,5,77,Seminole,5,2412.88595155985
451,38900002,09,0,0.99,1597.8031,2,38,Taylor,2,1597.80310051355
452,77502001,17,0.353,0.806,746.4418,5,77,Seminole,5,746.441803249872
453,14000155,17,3.168,3.17,3.213,7,14,Pasco,7,3.21297714440184
454,01000068,17,1.43,1.921,790.1302,1,01,Charlotte,1,790.13015547845
455,02000030,18,0,2.041,3297.1904,7,02,Citrus,7,3297.19041015895
456,14070001,17,11.821,12.609,1265.6948,7,14,Pasco,7,1265.69484902921
457,02010000,14,8.468,11.26,4489.7699,7,02,Citrus,7,4489.7699165321
458,77000001,16,0,0.001,1.6006,5,77,Seminole,5,1.60055353687493
459,46000009,19,1.05,2.422,2210.9389,3,46,Bay,3,2210.93892895581
460,14121000,14,1.93,4.36,3924.3522,7,14,Pasco,7,3924.35218194296
461,01000552,17,0,0.902,1452.3715,1,01,Charlotte,1,1452.37148476054
462,38090000,04,0,22.735,36617.1795,2,38,Taylor,2,36617.179521869
463,70021000,14,0,2.661,4281.4316,5,70,Brevard,5,4281.43162918675
464,14540000,07,1.548,8.004,10380.9833,7,14,Pasco,7,10380.9832984661
465,77000410,18,0,0.501,811.4721,5,77,Seminole,5,811.472143365151
466,39500000,07,2.319,3.095,1231.0094,2,39,Union,2,1231.00935205538
467,77507000,18,3.101,3.557,736.4296,5,77,Seminole,5,736.429641595309
468,14000172,18,0,1.175,1896.7616,7,14,Pasco,7,1896.76158727816
469,01000074,17,0,2.263,3622.8066,1,01,Charlotte,1,3622.80655142751
470,02000027,16,0,3.073,4962.9437,7,02,Citrus,7,4962.94367314029
471,70160001,17,0,0.332,534.3556,5,70,Brevard,5,534.355598908773
472,02010001,14,0,0.066,104.6662,7,02,Citrus,7,104.666192214954
473,77000032,17,0,2.663,4276.7063,5,77,Seminole,5,4276.70628281518
474,46000006,17,0,1.458,2340.3811,3,46,Bay,3,2340.38109269694
475,14150000,17,0,1.573,2501.5521,7,14,Pasco,7,2501.55213329321
476,01000523,17,0,0.6,953.8321,1,01,Charlotte,1,953.832142934557
477,77000250,18,0,1.423,2288.6518,5,77,Seminole,5,2288.65179434824
478,77000219,17,0,2.827,4550.5005,5,77,Seminole,5,4550.50053756405
479,14000111,18,0,0.624,1005.1797,7,14,Pasco,7,1005.17969658257
480,01000010,16,0,0.465,760.0987,1,01,Charlotte,1,760.098745369518
481,01530000,17,1.555,3.594,3282.7255,1,01,Charlotte,1,3282.72548230855
482,14000240,18,0,0.58,936.6158,7,14,Pasco,7,936.615836118825
483,38510000,07,5.263,8.176,4688.0737,2,38,Taylor,2,4688.07374352316
484,02620000,08,0,4.439,7146.858,7,02,Citrus,7,7146.85799252897
485,71000031,17,0,0.51,818.686,2,71,Clay,2,818.686033851515
486,39540000,08,2.524,6.071,5709.4153,2,39,Union,2,5709.41532328598
487,14000179,18,0,0.039,63.0944,7,14,Pasco,7,63.0944436277944
488,01000105,07,7.707,7.814,172.4873,1,01,Charlotte,1,172.487342857235
489,14000082,17,0,3.897,6268.5903,7,14,Pasco,7,6268.59026465141
490,87270400,19,0,0.248,401.4612,6,87,Miami-Dade,6,401.461192395572
491,38020000,04,2.903,17.387,23312.9332,2,38,Taylor,2,23312.9332333075
492,70070002,16,0,0.381,612.6786,5,70,Brevard,5,612.678555181431
493,14620000,17,0,2.811,4526.4017,7,14,Pasco,7,4526.40165627009
494,02000044,18,0,1.912,3072.4963,7,02,Citrus,7,3072.49626874525
495,70471000,02,0,3.851,6210.8322,5,70,Brevard,8,6210.83223985201
496,38900013,19,0,0.573,922.4892,2,38,Taylor,2,922.489234172456
497,77620000,18,0,0.626,1005.4516,5,77,Seminole,5,1005.45156644382
498,14000155,17,0,1.308,2102.001,7,14,Pasco,7,2102.00096694799
499,01000067,19,0,3.4,5393.339,1,01,Charlotte,1,5393.33896576937
500,02000031,18,0,2.279,3663.3587,7,02,Citrus,7,3663.35871326514
501,37070000,06,0,2.755,4433.0318,2,37,Suwannee,2,4433.03177017209
502,87260151,18,0,0.801,1290.9361,6,87,Miami-Dade,6,1290.93610024619
503,77000206,18,0,0.865,1387.0764,5,77,Seminole,5,1387.07636333739
504,37900007,09,0,4.122,6632.5429,2,37,Suwannee,2,6632.54289111423
505,70017500,17,0,0.572,920.8089,5,70,Brevard,5,920.808875633537
506,14502000,09,1.897,2.941,1695.1566,7,14,Pasco,7,1695.15661724667
507,37000044,08,0,4.612,7421.0681,2,37,Suwannee,2,7421.06806124999
508,77000427,18,0,0.899,1459.1093,5,77,Seminole,5,1459.10931014938
509,38560000,07,0,7.238,11649.4469,2,38,Taylor,2,11649.4469103446
510,77507001,16,0,0.433,685.3142,5,77,Seminole,5,685.314204916942
511,14000116,17,5.35,8.829,5596.5001,7,14,Pasco,7,5596.50012995643
512,87300000,14,4.851,5.378,844.7579,6,87,Miami-Dade,6,844.757895088641
513,01560000,17,3.483,3.923,708.0004,1,01,Charlotte,1,708.000397213346
514,70140000,14,0,8.541,13740.4984,5,70,Brevard,5,13740.4983744612
515,02010000,04,0,8.468,13617.1783,7,02,Citrus,7,13617.1782624532
516,77000021,17,0,1.565,2518.5034,5,77,Seminole,5,2518.50338592294
517,46000039,19,0,3.008,4856.1233,3,46,Bay,3,4856.12328286999
518,14092000,16,0,0.373,612.5091,7,14,Pasco,7,612.509088593241
519,01000586,17,0,1.434,2311.2118,1,01,Charlotte,1,2311.21180009515
520,38100000,07,0,3.063,4929.3986,2,38,Taylor,2,4929.3986397413
521,77000214,07,0,7.091,11413.97,5,77,Seminole,5,11413.9700078199
522,14000100,18,0,2.249,3620.4568,7,14,Pasco,7,3620.45680678254
523,87260527,18,0,1.008,1622.1997,6,87,Miami-Dade,6,1622.19966485491
524,14000243,18,0,0.664,1096.716,7,14,Pasco,7,1096.71601380859
525,15000006,17,1.676,2.026,561.7995,7,15,Pinellas,7,561.799471597051
526,02900003,19,0,0.688,1110.2457,7,02,Citrus,7,1110.24565523937
527,70760000,16,0,2.603,4194.3793,5,70,Brevard,5,4194.37926887104
528,39550000,08,5.87,12.211,10198.7533,2,39,Union,2,10198.7532717649
529,14000183,17,0,3.148,5069.1372,7,14,Pasco,7,5069.13719043182
530,01000105,17,7.814,7.949,217.6063,1,01,Charlotte,1,217.606323337855
531,14000078,17,0,0.44,701.815,7,14,Pasco,7,701.815017657054
532,02050000,14,11.543,16.668,8250.9682,7,02,Citrus,7,8250.96817399591
533,77000100,14,0,1.53,2428.9564,5,77,Seminole,5,2428.95635438156
534,37511000,08,0,1.515,2421.5037,2,37,Suwannee,2,2421.50371677155
535,70060001,14,0,2.975,4789.7059,5,70,Brevard,5,4789.70592984568
536,14680000,14,0,3.121,5041.754,7,14,Pasco,7,5041.75401141267
537,77000211,16,0,2.767,4451.9239,5,77,Seminole,5,4451.92388876179
538,14000090,17,0.198,0.565,579.6842,7,14,Pasco,7,579.68418146156
539,87260902,12,0,7.92,12730.8445,6,87,Miami-Dade,6,12730.8444634242
540,14030030,19,0,0.597,963.2685,7,14,Pasco,7,963.26845660485
541,38510001,17,0,0.192,309.0343,2,38,Taylor,2,309.034287736938
542,14000065,18,0,1.076,1732.4412,7,14,Pasco,7,1732.441195435
543,71000021,17,0,0.439,707.6098,2,71,Clay,2,707.609780951756
544,39540000,08,0,2.524,4064.9701,2,39,Union,2,4064.97010213253
545,14000202,18,0,0.344,556.1986,7,14,Pasco,7,556.198594447189
546,01000076,17,0,0.122,201.0064,1,01,Charlotte,1,201.0064212706
547,37010000,06,0,10.518,16929.846,2,37,Suwannee,2,16929.8459631389
548,02470000,12,0,5.667,9120.0079,7,02,Citrus,8,9120.0079045098
549,77000051,18,0,0.317,510.4776,5,77,Seminole,5,510.477578245692
550,37513000,08,0,3.402,5485.9705,2,37,Suwannee,2,5485.97045030471
551,70070000,12,5.212,12.985,12506.3225,5,70,Brevard,5,12506.3224725413
552,15000001,17,0,2.038,3288.2628,7,15,Pinellas,7,3288.26278387093
553,70470000,12,4.822,9.956,8259.5219,5,70,Brevard,8,8259.5218860456
554,39510000,08,0,8.377,13475.7466,2,39,Union,2,13475.7466219621
555,87521501,16,0,1.354,2175.1753,6,87,Miami-Dade,6,2175.17527778449
556,14000178,18,0,0.72,1157.6147,7,14,Pasco,7,1157.61471947121
557,01000041,17,0,1.981,3204.7397,1,01,Charlotte,1,3204.73965664237
558,02000043,18,0,2.298,3692.0146,7,02,Citrus,7,3692.01459553085
559,70225000,01,24.482,31.19,10790.0407,5,70,Brevard,5,10790.0406819615
560,37000052,09,0,0.853,1371.212,2,37,Suwannee,2,1371.21203635745
561,02000060,18,0,0.26,418.8529,7,02,Citrus,7,418.852875968075
562,77000009,19,0,0.125,200.8504,5,77,Seminole,5,200.85037584592
563,70016000,16,0,3.419,5504.0813,5,70,Brevard,5,5504.08125590161
564,14560000,07,5.351,6.651,2096.3147,7,14,Pasco,7,2096.31470865068
565,37000036,08,0,1.5,2430.3786,2,37,Suwannee,2,2430.37863800649
566,77000421,16,0,0.12,197.8978,5,77,Seminole,5,197.8977543278
567,38620001,07,0,2.623,4220.7775,2,38,Taylor,2,4220.77750199901
568,77530000,16,6.523,7.686,1875.6148,5,77,Seminole,5,1875.61480233257
569,14000122,18,0,0.32,511.1808,7,14,Pasco,7,511.180755203255
570,01000020,17,0,1.033,1659.5637,1,01,Charlotte,1,1659.5637174259
571,02000009,08,3.298,5.675,3819.0262,7,02,Citrus,7,3819.02620268298
572,70150000,14,3.846,7.392,5706.6354,5,70,Brevard,5,5706.63538218834
573,14000055,18,0,2.297,3703.309,7,14,Pasco,7,3703.30901335962
574,71000017,17,0,1.187,1924.5541,2,71,Clay,2,1924.55406993281
575,46000034,09,0,0.74,1228.6678,3,46,Bay,3,1228.66783189404
576,14120000,17,25.604,33.403,12549.3308,7,14,Pasco,7,12549.3307747942
577,01000549,17,0,2,3258.5272,1,01,Charlotte,1,3258.52716273351
578,77000252,18,0,0.64,1039.883,5,77,Seminole,5,1039.88301055559
579,77000212,18,0,1.199,1921.6092,5,77,Seminole,5,1921.60924512227
580,14000105,17,0,3.038,4888.3752,7,14,Pasco,7,4888.37522248022
581,87260901,12,0,7.872,12667.2567,6,87,Miami-Dade,6,12667.2567426168
582,01510100,16,0,0.439,703.8594,1,01,Charlotte,1,703.859405570867
583,38010000,14,24.718,27.458,4411.7908,2,38,Taylor,2,4411.79077156179
584,14000244,16,0,0.25,398.5214,7,14,Pasco,7,398.521416018664
585,15000006,19,1.513,1.676,261.2149,7,15,Pinellas,7,261.214937971642
586,02503000,19,0.077,1.724,2654.3784,7,02,Citrus,7,2654.37841052916
587,70580500,17,0,2.053,3304.3474,5,70,Brevard,5,3304.3474006245
588,39560000,07,0,1.239,1994.4392,2,39,Union,2,1994.43915048669
589,14000199,18,0,5.3,8552.3618,7,14,Pasco,7,8552.36183069721
590,01000091,07,1.414,1.415,1.6003,1,01,Charlotte,1,1.60027676686555
591,14000076,16,0,7.656,12318.3845,7,14,Pasco,7,12318.3844592223
592,02080000,06,0,4.007,6445.1789,7,02,Citrus,7,6445.17888902034
593,77000052,19,0,1.057,1701.7849,5,77,Seminole,5,1701.78487841702
594,37900002,09,0,3.091,4976.7164,2,37,Suwannee,2,4976.71643930904
595,70100000,04,0,2.768,4455.5987,5,70,Brevard,5,4455.59871333146
596,14580001,17,0.503,1.061,897.3328,7,14,Pasco,7,897.332771319538
597,77000404,17,0,0.123,203.7299,5,77,Seminole,5,203.729887121363
598,39050000,07,13.348,13.986,1026.0241,2,39,Union,2,1026.02405899985
599,87580501,16,0,1.525,2458.2141,6,87,Miami-Dade,6,2458.21414168827
600,14000169,18,0,0.484,791.8874,7,14,Pasco,7,791.887385974836
601,01000034,17,0,0.506,816.9506,1,01,Charlotte,1,816.950565410653
602,02000035,17,0,1.387,2230.049,7,02,Citrus,7,2230.0489740665
603,37504000,17,0,1.244,2004.274,2,37,Suwannee,2,2004.27402831937
604,02000075,18,0,0.127,206.7469,7,02,Citrus,7,206.746908121337
605,77000012,18,0,2.72,4377.2972,5,77,Seminole,5,4377.29719062164
606,46000049,19,0,0.784,1265.8451,3,46,Bay,3,1265.84509267116
607,14520000,17,7.083,9.674,4169.4721,7,14,Pasco,7,4169.47212935621
608,37000043,08,0,1.745,2807.0027,2,37,Suwannee,2,2807.00268503291
609,38501000,07,0,1.346,2177.1724,2,38,Taylor,2,2177.17244046443
610,38530002,08,0,1.84,2964.9749,2,38,Taylor,2,2964.97494843401
611,77520000,18,1.961,3.495,2464.6252,5,77,Seminole,5,2464.6251914619
612,14000131,18,0,0.602,969.2874,7,14,Pasco,7,969.287394507066
613,87270900,19,0,0.192,309.7443,6,87,Miami-Dade,6,309.744341233811
614,01560001,17,0,0.89,1440.876,1,01,Charlotte,1,1440.87599536162
615,77000418,17,0,1.188,1921.1509,5,77,Seminole,5,1921.15092744131
616,39020000,06,0.029,4.846,7748.4252,2,39,Union,2,7748.42516340558
617,77590001,16,0,0.439,703.4136,5,77,Seminole,5,703.413556833141
618,14000175,18,0,1.317,2120.3697,7,14,Pasco,7,2120.36971317943
619,01000043,16,0,2.958,4757.334,1,01,Charlotte,1,4757.33395621761
620,02000018,18,0,3.653,5904.3527,7,02,Citrus,7,5904.35271578235
621,70220000,11,11.013,41.517,49092.3251,5,70,Brevard,5,49092.3250987622
622,01040101,14,0,1.668,2657.2609,1,01,Charlotte,1,2657.26094479857
623,02000065,18,0,1.261,2029.3193,7,02,Citrus,7,2029.31926573758
624,77000008,17,0,1.052,1684.4718,5,77,Seminole,5,1684.47175878148
625,70011000,16,0,3.358,5386.0249,5,70,Brevard,5,5386.02485755495
626,14570000,16,3.344,4.913,2530.1587,7,14,Pasco,7,2530.15866545214
627,15000026,17,0,1.6,2577.7429,7,15,Pinellas,7,2577.74294761608
628,77000260,18,0,1.569,2535.5192,5,77,Seminole,5,2535.51924158958
629,38640000,17,4.12,4.43,498.9138,2,38,Taylor,2,498.913767859206
630,77502001,14,0,0.353,581.7531,5,77,Seminole,5,581.753081343593
631,14000138,18,0,0.247,397.0426,7,14,Pasco,7,397.042563647101
632,01000003,17,0,1.763,2842.5055,1,01,Charlotte,1,2842.50548916072
633,01540000,06,0,2.283,3673.5386,1,01,Charlotte,1,3673.53859687845
634,14070001,06,13.785,21.824,12920.144,7,14,Pasco,7,12920.1440092447
635,38652000,17,0,3.193,5138.2778,2,38,Taylor,2,5138.27778009891
636,14000061,17,0,9.652,15532.2729,7,14,Pasco,7,15532.2728892469
637,71000016,17,0,2,3190.9342,2,71,Clay,2,3190.93415119998
638,39900012,09,0,0.532,855.4866,2,39,Union,2,855.486588879493
639,14091000,14,3.711,13.609,15929.2165,7,14,Pasco,7,15929.21648908
640,01000528,17,0,2.907,4689.2566,1,01,Charlotte,1,4689.25656229914
641,37900015,09,0,0.903,1456.7332,2,37,Suwannee,2,1456.7332160522
642,77000238,17,0,3.233,5205.4835,5,77,Seminole,5,5205.48348434141
643,14000083,16,0,5.383,8671.0291,7,14,Pasco,7,8671.02914868768
644,87270160,18,0,0.068,107.9548,6,87,Miami-Dade,6,107.954769119047
645,38040000,16,2.598,2.6,3.2201,2,38,Taylor,2,3.22006670847958
646,14040000,14,0,1.011,1605.2626,7,14,Pasco,7,1605.26264672688
647,15000008,17,0,2.531,4073.1515,7,15,Pinellas,7,4073.15152274722
648,02540000,07,14.403,18.03,5831.251,7,02,Citrus,7,5831.25096577545
649,70500068,07,0.687,2.064,2212.4554,5,70,Brevard,5,2212.45535438004
650,39900003,09,0,1.358,2180.3949,2,39,Union,2,2180.39494645873
651,14000196,18,0,1.435,2304.4633,7,14,Pasco,7,2304.46325417896
652,01000105,17,0,7.707,12424.9204,1,01,Charlotte,1,12424.920351405
653,14000072,18,0,1.162,1867.1982,7,14,Pasco,7,1867.19824196384
654,02080000,16,8.775,22.123,21469.8297,7,02,Citrus,7,21469.8297110091
655,77000049,18,0,1.935,3113.4721,5,77,Seminole,5,3113.47208714161
656,37550000,09,0,1.112,1789.5464,2,37,Suwannee,2,1789.54638447993
657,70120004,14,0,4.452,7161.7675,5,70,Brevard,5,7161.76753398291
658,14900008,19,0,1.178,1894.0596,7,14,Pasco,7,1894.05959474925
659,77000422,18,0,2.32,3733.0536,5,77,Seminole,5,3733.05360817934
660,38900005,09,0,1.527,2464.8752,2,38,Taylor,2,2464.87521306724
661,77510001,16,0,0.414,658.9617,5,77,Seminole,5,658.961743649144
662,14000141,18,0,0.521,835.7369,7,14,Pasco,7,835.736886944176
663,01000030,17,0,0.4,619.5876,1,01,Charlotte,1,619.587644135963
664,02000023,18,0,1.268,2036.8238,7,02,Citrus,7,2036.8238467477
665,14070000,04,0,5.092,8175.3093,7,14,Pasco,7,8175.30932193823
666,77000015,17,0,0.49,788.7714,5,77,Seminole,5,788.771374474389
667,70022000,14,38.636,40,2192.5288,5,70,Brevard,5,2192.52878628007
668,14506000,17,3.915,4.565,1048.0159,7,14,Pasco,7,1048.0158669361
669,37000035,08,0,6.893,11103.4367,2,37,Suwannee,2,11103.4366692027
670,77000248,18,0,1.385,2226.716,5,77,Seminole,5,2226.71602885078
671,38630000,09,0,1.495,2405.8846,2,38,Taylor,2,2405.88456371236
672,77000227,17,0,0.886,1422.4257,5,77,Seminole,5,1422.4257315979
673,14000130,17,0,1.516,2433.4943,7,14,Pasco,7,2433.49426102607
674,87281000,14,0,11.735,18859.9131,6,87,Miami-Dade,6,18859.9131383251
675,02000001,08,0,1.555,2521.7792,7,02,Citrus,7,2521.77922924884
676,14010000,14,16.757,19.811,4913.73,7,14,Pasco,7,4913.72996166809
677,15000006,17,0,1.513,2428.3841,7,15,Pinellas,7,2428.38407650681
678,02540000,06,14.333,14.403,112.4917,7,02,Citrus,7,112.491729209542
679,70670500,17,0,3.758,6044.8662,5,70,Brevard,5,6044.86623139892
680,46000017,19,0,0.503,801.3049,3,46,Bay,3,801.304913595998
