FID,RDWYID,SIDE,VALUE_,EFFDATE,CNTLRDES,MAINTAGC,SDESTRET,SIGNALID,SIGNALNC,SIGSTRCT,TYPECABL,SEC_STAT,BEGPT,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,x,y
160,87120000,C,02,N/A,N/A,MIAMI-DADE,SW 11 AVE,4385,N/A,01,N/A,ON,16.749,6,87,Miami-Dade,6,578950.996800001,2849995.5995
161,28010000,C,02,04-OCT-2005,N/A,CITY OF STARKE,SE 48TH ST/WALMART,N/A,N/A,03,N/A,ON,6.118,2,28,Bradford,2,391123.1616,3310563.6879
162,48080060,C,02,N/A,N/A,CITY OF PENSACOLA,US 98@ A STREET,006,N/A,01,N/A,ON,3.306,3,48,Escambia,3,-98575.5004000012,3380850.5511
163,74060000,C,02,01-JUL-1985,N/A,NASSAU COUNTY,AMELIA ISLAND PARKWY,N/A,N/A,01,N/A,ON,8.181,2,74,Nassau,2,454899.4816,3388845.4252
164,01010000,C,02,30-JAN-1998,US 41/TAMIAMI TRAIL,CHARLOTTE,BURNT STORE RD,2,N/A,01,N/A,ON,10.174,1,01,Charlotte,1,398360.694000001,2974801.2672
165,17040000,C,02,10-DEC-1987,SR780/FRUITVILLE RD,SARASOTA CITY,SCHOOL AVE,943,N/A,03,02,OFF,0.381,1,17,Sarasota,1,349033.646700001,3024745.775
166,10091000,C,02,N/A,N/A,PLANTCITY,KNIGHTS GRIFFIN RD.,N/A,N/A,N/A,N/A,ON,6.904,7,10,Hillsborough,7,388201.844100001,3106206.2497
167,15020000,C,02,21-MAR-1981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,7.415,7,15,Pinellas,7,326160.6982,3106056.8142
168,15190305,C,02,28-SEP-1993,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EXCLUSIVE,0.342,7,15,Pinellas,7,334557.281600001,3067231.7498
169,75251000,C,N/A,N/A,SR 438(PRINCETON ST),ORLANDO,SR416(SILVER STAR),N/A,02,N/A,N/A,ON,0.02,5,75,Orange,5,457418.4666,3161283.8711
170,71070000,C,02,01-MAY-1988,N/A,CLAY COUNTY,SPENCER RD,N/A,N/A,03,N/A,ON,12.749,2,71,Clay,2,428018.6874,3337455.9097
171,88003000,C,02,01-OCT-1978,N/A,N/A,6TH AVE,14,N/A,01,N/A,ON,0.251,4,88,Indian River,4,560662.682300001,3056634.5191
172,26050000,C,02,27-OCT-1987,N/A,CITY OF GAINESVILLE,NE 8TH AVENUE,N/A,N/A,01,N/A,ON,3.964,2,26,Alachua,2,373557.036100001,3281751.0375
173,37060000,C,01,30-MAY-2006,N/A,SUWANNEE COUNTY,CR 250,N/A,N/A,N/A,N/A,ON,13.181,2,37,Suwannee,2,303006.1896,3347827.3174
174,10270000,C,02,10-JUN-1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.237,7,10,Hillsborough,7,349443.2314,3092060.7562
175,10320165,C,N/A,28-SEP-1993,N/A,N/A,N/A,N/A,02,N/A,N/A,EXCLUSIVE,0.136,7,10,Hillsborough,7,357008.062800002,3097643.5002
176,93280001,C,N/A,N/A,N/A,N/A,S DIXIE HWY,N/A,02,01,N/A,ON,0.31,4,93,Palm Beach,4,594122.5541,2954262.5789
177,87140000,C,02,N/A,N/A,MIAMI-DADE,NW 204 ST,4773,N/A,01,N/A,ON,13.998,6,87,Miami-Dade,6,579510.052700002,2871809.3299
178,34519000,C,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,N/A,OFF,3.864,2,34,Levy,2,332565.780800001,3237220.5003
179,70100000,C,02,01-JAN-1950,SR 520(MERRIT IS CY),BREVARD COUNTY,N BANANA RIVER DR,70210,N/A,01,N/A,ON,12.857,5,70,Brevard,5,532844.445900001,3136833.5837
180,87060000,C,02,N/A,N/A,MIAMI-DADE,5300 BLK,3283,N/A,01,N/A,ON,7.668,6,87,Miami-Dade,6,587994.464900001,2857230.8253
181,79220001,C,N/A,N/A,SR430EB(OAKRIDGE BV),DAYTONA BEACH,SR A1A(ATLANTIC AV),N/A,02,N/A,N/A,ON,0.983,5,79,Volusia,5,498866.113000001,3233899.6058
182,10130000,C,02,14-JUL-1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,7.51,7,10,Hillsborough,7,351837.4401,3090370.0654
183,10160000,C,02,16-AUG-1994,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,9.522,7,10,Hillsborough,7,352470.107300001,3112841.2011
184,93040000,C,02,13-JAN-1986,N/A,N/A,MARCINSKI RD,5475,N/A,03,02,ON,6.993,4,93,Palm Beach,4,593209.849700001,2975374.3774
185,87030000,C,02,N/A,N/A,MIAMI-DADE,NE 10 ST,2342,N/A,01,N/A,ON,11.636,6,87,Miami-Dade,6,581283.096800001,2852010.0645
186,86100000,C,02,23-OCT-1967,N/A,N/A,SHERIDAN ST,3180,N/A,03,02,ON,4.091,4,86,Broward,4,579203.6247,2879480.5307
187,55060000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,8.455,3,55,Leon,3,184922.016000001,3372637.5004
188,76010000,C,02,01-AUG-1983,N/A,PALATKA,3RD STREET,N/A,N/A,03,N/A,ON,28.777,2,76,Putnam,2,438971.683700001,3279878.1776
189,17010000,C,02,N/A,SR 45 /US 41/TAMIAMI,NORTH PORT,BISCAYNE DR,856,N/A,01,N/A,ON,2.8,1,17,Sarasota,1,376232.072900001,2992135.2246
190,46040000,C,02,14-OCT-2025,N/A,BAY COUNTY,BAYOU GEORGE DR,N/A,N/A,01,N/A,ON,11.497,3,46,Bay,3,64416.2360000005,3357445.6237
191,02050000,C,02,N/A,N/A,CITRUS COUNTY,WALMART ENT,N/A,N/A,N/A,N/A,ON,13.062,7,02,Citrus,7,364024.833200001,3192717.5627
192,87038000,C,02,N/A,N/A,MIAMI-DADE,W 17 CT,3722,N/A,01,N/A,ON,1.474,6,87,Miami-Dade,6,568346.7026,2861080.9923
193,87080000,C,02,N/A,N/A,MIAMI-DADE,ADVENTURE AVE,3014,N/A,01,N/A,ON,1.909,6,87,Miami-Dade,6,584771.123000001,2859194.5156
194,87085000,C,04,N/A,N/A,MIAMI-DADE,N/A,5010,N/A,01,N/A,ON,2.105,6,87,Miami-Dade,6,578733.761800002,2851756.938
195,70050000,C,02,01-JAN-1950,SR 500(STRAWBRIDGE),MELBOURNE,LIVINGSTON ST,70140,N/A,01,N/A,ON,15.727,5,70,Brevard,5,538379.6658,3106059.4686
196,15020000,C,02,11-AUG-1975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,12.893,7,15,Pinellas,7,327497.483300001,3114137.7293
197,03010000,C,02,N/A,US 41/TAMIAMI TRAIL,COLLIER,VANDERBILT BCH/CR862,78,N/A,04,02,ON,4.553,1,03,Collier,1,419986.465700001,2903675.2001
198,79190000,C,02,28-FEB-2005,SR 5A(NOVA RD),HOLLY HILL,15TH ST,79227,N/A,01,N/A,ON,11.421,5,79,Volusia,5,493792.262300001,3235077.7007
199,76010000,C,01,22-JUL-1996,N/A,PUTNAM COUNTY,HORSE LANDING ROAD,N/A,N/A,N/A,N/A,ON,21.721,2,76,Putnam,2,441113.821300002,3273299.8252
200,87008001,C,02,N/A,N/A,MIAMI-DADE,NW 19 AV,4759,N/A,01,N/A,ON,1.8,6,87,Miami-Dade,6,577014.309800001,2864649.5471
201,08010000,C,02,N/A,N/A,HERNANDO COUNTY,N/A,N/A,N/A,01,N/A,ON,9.688,7,08,Hernando,7,364255.178800001,3159458.1927
202,75080000,C,02,06-MAY-2025,SR 15,ORANGE COUNTY,SIMMONS ROAD,75496,N/A,03,02,ON,13.345,5,75,Orange,5,467628.2508,3151312.2667
203,11200000,C,N/A,N/A,SR 25(US 25),LAKE COUNTY,CR 33,N/A,02,N/A,N/A,ON,33.71,5,11,Lake,5,414072.5206,3182020.3821
204,70120001,C,02,01-JAN-1950,SR518(EAU GALLIE BV),MELBOURNE,HIGHLAND AV,70233,N/A,01,N/A,ON,0.23,5,70,Brevard,5,536619.586,3111704.2642
205,47010000,C,01,N/A,N/A,CALHOUN COUNTY,CR 275 FB,001,N/A,03,N/A,ON,14.906,3,47,Calhoun,3,101245.5847,3373313.5877
206,87001000,C,02,N/A,N/A,MIAMI-DADE,SW 132 AVE,3964,N/A,01,N/A,ON,4.78,6,87,Miami-Dade,6,559858.488600002,2841012.4755
207,10091000,C,02,N/A,N/A,PLANTCITY,EB I-4 ON/OFF RAMPS,N/A,N/A,N/A,N/A,ON,3.788,7,10,Hillsborough,7,388527.510700001,3101226.4116
208,55002000,C,02,19-APR-2018,N/A,LEON CO,TOWER,057,N/A,01,N/A,ON,14.833,3,55,Leon,3,177341.6604,3382185.4349
209,10030000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,4.522,7,10,Hillsborough,7,364579.1582,3097537.8645
210,16120000,C,N/A,N/A,SR 655 / LK SHIPP DR,POLK,SR 555 / US 17,623,02,03,02,OFF,0,1,16,Polk,1,427430.3482,3096839.7492
211,26020000,C,02,22-SEP-1988,N/A,CITY OF GAINESVILLE,N. 1ST AVENUE,N/A,N/A,01,N/A,ON,2.448,2,26,Alachua,2,371756.372200001,3280997.8151
212,48020000,C,02,N/A,N/A,ESCAMBIA COUNTY,I-10 EB ON/OFF RAMP,118,N/A,01,N/A,ON,23.296,3,48,Escambia,3,-91846.9654000001,3391019.6453
213,12011000,C,N/A,N/A,SR 739 / METRO PKWY,LEE,SR 865 / SIX MILE CY,242,02,01,N/A,ON,3,1,12,Lee,1,415063.1258,2934455.4081
214,60020001,C,02,N/A,N/A,WALTON COUNTY,POINCIANA BLVD,008,N/A,01,N/A,ON,2.78,3,60,Walton,3,-14643.4688999997,3372917.6623
215,87027000,C,02,N/A,N/A,MIAMI-DADE,NW 58 ST,4315,N/A,01,N/A,ON,4.413,6,87,Miami-Dade,6,568790.474200001,2856624.9297
216,86050000,C,02,12-APR-1971,N/A,N/A,SR A1A NB,2005,N/A,01,N/A,ON,2.039,4,86,Broward,4,589518.900200001,2889201.6962
217,55190000,C,02,N/A,N/A,CITY OF TALLAHASSEE,SPRINGHILL ROAD,029,N/A,03,N/A,ON,0.419,3,55,Leon,3,182634.5334,3369144.4354
218,48080060,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,0,3,48,Escambia,3,-103542.055999998,3380115.8021
219,15080000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,0.609,7,15,Pinellas,7,334403.509400001,3103418.3292
220,09030000,C,04,N/A,SR 25/US 27/SW LAKEV,HIGHLANDS,FIRE STATATION,195,N/A,04,02,ON,5.216,1,09,Highlands,1,453603.491700002,3039049.0206
221,16060000,C,02,N/A,SR 35/US 98/ BARTOW,LAKELAND,S INGRAHAM AVE,661,N/A,01,N/A,ON,12.041,1,16,Polk,1,407134.7134,3102243.8115
222,09010000,C,02,16-MAR-1987,SR 25 / US 27,HIGHLANDS,CR 621 / INTERLAKE B,184,N/A,03,02,ON,18.671,1,09,Highlands,1,464539.668800002,3019390.3283
223,87060000,C,02,N/A,N/A,MIAMI-DADE,29 ST,2674,N/A,01,N/A,ON,5.834,6,87,Miami-Dade,6,587716.935300001,2854380.7782
224,87110000,C,N/A,N/A,N/A,MIAMI-DADE,SW 177 AVE/KROME AVE,4198,02,01,N/A,ON,25.715,6,87,Miami-Dade,6,552011.9998,2849316.0002
225,87001000,C,02,N/A,N/A,MIAMI-DADE,SW 152 AVE,4820,N/A,01,N/A,ON,2.443,6,87,Miami-Dade,6,556098.258100001,2840862.6435
226,72012000,C,02,13-NOV-1990,N/A,JACKSONVILLE,RAMONA BLVD.,N/A,N/A,01,N/A,ON,3.106,2,72,Duval,2,427704.6274,3353834.2764
227,10130000,C,02,17-OCT-1986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,9.299,7,10,Hillsborough,7,351902.309600001,3093250.5293
228,93050000,C,02,N/A,N/A,N/A,13 AVE N,N/A,N/A,01,N/A,ON,2.772,4,93,Palm Beach,4,593884.497300001,2945949.5238
229,36070000,C,02,01-JAN-1950,SR500(US27-BLITCHTON,OCALA,I-75 NB RAMPS,36075,N/A,01,N/A,ON,17.941,5,36,Marion,5,384925.442500001,3231384.0865
230,10060000,C,02,05-NOV-1984,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,23.547,7,10,Hillsborough,7,362064.257700001,3089450.6024
231,17010000,C,02,N/A,SR 45 /US 41/TAMIAMI,SARASOTA,SR 45A/US 41/VENICE,868,N/A,01,N/A,ON,14.882,1,17,Sarasota,1,358680.0718,2995495.2501
232,29090000,C,N/A,25-MAR-1988,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,11.348,2,29,Columbia,2,339519.298900001,3339779.1344
233,72050000,C,02,05-SEP-1990,N/A,JACKSONVILLE,EIGHTH ST,N/A,N/A,01,N/A,ON,9.729,2,72,Duval,2,437150.612700001,3357269.9077
234,73040000,C,N/A,N/A,SR 20/100,BUNNELL,SR 5(US 1-STATE ST),N/A,02,N/A,N/A,ON,17.684,5,73,Flagler,5,474478.2187,3260037.7496
235,46040000,C,02,20-FEB-2024,N/A,BAY COUNTY,TITUS,TBD,N/A,01,N/A,ON,9.038,3,46,Bay,3,61245.2807000009,3355064.6054
236,36009000,C,02,01-JAN-1950,SR 35(SE 58TH AV),MARION COUNTY,CHERRY RD,36033,N/A,03,02,ON,7.426,5,36,Marion,5,397553.578700001,3227075.7144
237,36100000,C,02,01-JAN-1950,SR 200(COLLEGE RD),OCALA,MARTIN L KING AV,36126,N/A,03,02,ON,17.637,5,36,Marion,5,387887.668000001,3228305.9251
238,87054000,C,02,N/A,N/A,MIAMI-DADE,SW 36 AV,3181,N/A,01,N/A,ON,0.665,6,87,Miami-Dade,6,575007.274800001,2848198.3297
239,87080900,C,02,N/A,N/A,MIAMI-DADE,PALM AVE,2867,N/A,01,N/A,ON,33.681,6,87,Miami-Dade,6,571943.144500001,2858253.1394
240,87080900,C,05,N/A,N/A,MIAMI-DADE,N/A,5292,N/A,03,02,ON,38.792,6,87,Miami-Dade,6,579723.3756,2859004.3948
241,70012000,C,02,01-JAN-1950,SR 507(BABCOCK ST),MELBOURNE,PIRATE LN,70048,N/A,03,02,ON,3.528,5,70,Brevard,5,537196.347100001,3102760.3706
242,02050000,C,02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,13.564,7,02,Citrus,7,364799.970000002,3192493.4687
243,79010000,C,02,25-NOV-1985,SR5(US1-DIXIE FY),VOLUSIA COUNTY,SR 44 (CANAL ST),79016,N/A,01,N/A,ON,18.178,5,79,Volusia,5,507173.6356,3210602.5265
244,10070000,C,N/A,24-AUG-1972,N/A,N/A,N/A,N/A,02,N/A,N/A,OFF,5.535,7,10,Hillsborough,7,389520.7193,3099681.2479
245,76010000,C,01,30-JUN-1987,N/A,PAMONA PARK,C308B/MAIN ST.,N/A,N/A,N/A,N/A,ON,11.978,2,76,Putnam,2,442416.3647,3263117.5244
246,61080000,C,02,N/A,N/A,CITY OF CHIPLEY,SR 10 US 90,005,N/A,03,N/A,ON,26.245,3,61,Washington,3,65523.0224000011,3413979.3862
247,72291000,C,02,14-JAN-1986,N/A,JACKSONVILLE,COMMONWEALTH AVE,N/A,N/A,03,N/A,ON,4.172,2,72,Duval,2,429734.267500001,3356298.7404
248,86028000,C,02,31-JAN-1965,N/A,N/A,NE 15 AVE,1010,N/A,01,N/A,ON,9.148,4,86,Broward,4,589566.416400001,2906490.3028
249,11200000,C,02,15-JAN-2003,SR 25(US 27),LAKE COUNTY,LAKE MINNEOLA SHORES,11126,N/A,03,02,ON,17.86,5,11,Lake,5,426474.6993,3162835.5302
250,93150000,C,02,N/A,N/A,N/A,SHILOH DR,22327,N/A,01,N/A,ON,5.313,4,93,Palm Beach,4,588611.3411,2959595.2112
251,03010000,C,02,N/A,US 41/TAMIAMI TRAIL,NAPLES,SHADY REST LN,84,N/A,01,N/A,ON,8.201,1,03,Collier,1,420045.975200001,2897807.0965
252,70120000,C,02,04-AUG-1994,SR518(EAU GALLIE BV),BREVARD COUNTY,I-95 SB RAMPS,70225,N/A,03,02,ON,0.093,5,70,Brevard,5,528771.9918,3110589.3537
253,93210000,C,02,21-AUG-2007,N/A,N/A,STRIBILING WAY,34500,N/A,01,N/A,ON,21.185,4,93,Palm Beach,4,579226.511700002,2946341.3946
254,55080000,C,02,N/A,N/A,CITY OF TALLAHASSEE,PAUL RUSSELL ROAD,109,N/A,03,N/A,ON,2.332,3,55,Leon,3,188448.087600001,3370888.6502
255,18010000,C,02,17-FEB-1998,SR 35(US 301),SUMTER COUNTY,W CR 470,18004,N/A,03,02,ON,14.1,5,18,Sumter,5,396266.589600001,3180632.9903
256,10020000,C,02,10-JUN-1983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,2.336,7,10,Hillsborough,7,356473.861,3096012.0028
257,86014000,C,02,12-JUN-1973,N/A,N/A,NW 21ST AVE,1102,N/A,01,N/A,ON,5.26,4,86,Broward,4,582821.215000002,2896779.5797
258,86100000,C,02,15-SEP-1975,N/A,N/A,MADISON ST,3221,N/A,03,02,ON,2.202,4,86,Broward,4,579315.2268,2876444.751
259,48003000,C,02,N/A,N/A,CITY OF PENSACOLA,E BLOUNT STREET,036,N/A,03,N/A,ON,0.961,3,48,Escambia,3,-96780.1839000005,3382818.0466
260,12010000,C,02,N/A,SR 45/US 41/ CLEVELA,LEE,PALM DR/PALM POINT,281,N/A,01,N/A,ON,18.725,1,12,Lee,1,413165.029,2939183.2711
261,16180000,C,02,12-MAR-1996,SR 25 / US 27,LAKE WALES,EAGLE RIDGE MALL ENT,740,N/A,03,02,ON,3.778,1,16,Polk,1,439209.1926,3091782.9107
262,89091000,C,02,30-JUL-1985,N/A,N/A,SW HIGH MEADOWS AVE,170,N/A,01,N/A,ON,0.958,4,89,Martin,4,569939.466100001,3005726.962
263,71110000,C,N/A,01-APR-1986,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,22.844,2,71,Clay,2,413389.982200001,3316750.4622
264,15150000,C,02,08-SEP-1981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,27.66,7,15,Pinellas,7,329100.3008,3108791.8144
265,09030001,C,02,N/A,SR 17/ SE LAKVIEW DR,HIGHLANDS,LAKEVIEW DR SE,209,N/A,01,N/A,ON,0.396,1,09,Highlands,1,456308.6128,3039330.2553
266,16090000,C,01,N/A,SR 17 / SCENIC HWY,POLK,7TH ST,680,N/A,03,02,ON,4.754,1,16,Polk,1,447718.957600001,3068227.9742
267,89010000,C,02,11-MAR-1998,N/A,N/A,SE MONROE ST,085,N/A,01,N/A,ON,15.399,4,89,Martin,4,577441.8256,3003529.814
268,87060000,C,02,N/A,N/A,MIAMI-DADE,5330 BLK,3432,N/A,01,N/A,ON,7.761,6,87,Miami-Dade,6,588021.0641,2857378.0994
269,13150000,C,02,N/A,SR 64 EB / 6TH AVE W,BRADENTON,14TH ST W,514,N/A,01,N/A,ON,8.408,1,13,Manatee,1,344384.5803,3042162.2563
270,48012000,C,02,N/A,N/A,CITY OF PENSACOLA,12TH AVENUE,047,N/A,01,N/A,ON,6.268,3,48,Escambia,3,-96119.8739,3386770.0289
271,77080000,C,02,25-NOV-1985,SR 436,CASSELBERRY,KEWANNEE TR,77128,N/A,01,N/A,ON,8.721,5,77,Seminole,5,468210.8071,3169120.936
272,87030000,C,03,N/A,N/A,MIAMI-DADE,N/A,4706,N/A,01,N/A,ON,1.064,6,87,Miami-Dade,6,569662.677700002,2841641.9225
273,75250000,C,02,03-APR-1987,SR438(SILVER STAR RD,ORANGE COUNTY,SR 438(PRINCETON ST),75403,N/A,03,02,ON,7.273,5,75,Orange,5,457414.049000001,3161294.1815
274,75002000,C,02,31-MAY-1988,SR 482(SAND LAKE RD),ORANGE COUNTY,CR423(JOHN YOUNG PY),75008,N/A,01,N/A,ON,2.982,5,75,Orange,5,458143.8417,3147154.0718
275,38020000,C,02,15-JUN-2010,N/A,CITY OF PERRY,ASH STREET,N/A,N/A,01,N/A,ON,2.298,2,38,Taylor,2,249784.307800001,3335815.3573
276,12010000,C,02,N/A,SR 45/US 41/ CLEVELA,LEE,COLLIER AVE,290,N/A,03,02,ON,21.298,1,12,Lee,1,413188.6403,2943321.9679
277,13040000,C,02,N/A,SR 684 / CORTEZ RD,MANATEE,75TH ST W,440,N/A,01,N/A,ON,3.96,1,13,Manatee,1,338211.296,3038708.8406
278,72100000,C,02,01-JAN-1982,N/A,JACKSONVILLE,BARTRAM RD,N/A,N/A,03,N/A,ON,3.026,2,72,Duval,2,442056.351700002,3353624.7886
279,87170001,C,N/A,N/A,N/A,MIAMI-DADE,NE 35 AV/EASTERN BLV,3671,02,01,N/A,ON,0.813,6,87,Miami-Dade,6,586639.6401,2868088.8745
280,72150000,C,02,07-DEC-2004,N/A,JACKSONVILLE,LANNIE RD,N/A,N/A,01,N/A,ON,12.64,2,72,Duval,2,427557.9674,3375357.437
281,26250000,C,02,29-JUL-1986,N/A,CITY OF GAINESVILLE,NW 53RD AVENUE,N/A,N/A,03,N/A,ON,7.133,2,26,Alachua,2,368054.792799999,3286682.0016
282,75080103,C,02,01-JAN-1950,SR15 SB(THORNTON AV),ORLANDO,SR 15 WB (SOUTH ST),75331,N/A,03,02,ON,0.259,5,75,Orange,5,464296.456900001,3157314.9837
283,86230000,C,02,02-OCT-1976,N/A,N/A,DIXIE HWY,3174,N/A,01,N/A,ON,3.639,4,86,Broward,4,585046.517700001,2879660.196
284,55010000,C,02,N/A,N/A,CITY OF TALLAHASSEE,5TH STREET,077,N/A,03,N/A,ON,9.515,3,55,Leon,3,184951.874300001,3373773.3273
285,15150000,C,02,14-OCT-1985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,4.5,7,15,Pinellas,7,334521.093800001,3073063.132
286,08010000,C,01,07-JAN-1987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ON,10.36,7,08,Hernando,7,365255.753300001,3159649.4209
287,75003000,C,02,01-JAN-1950,SR 436(SEMORAN BV),ORANGE COUNTY,BANCHORY RD,75046,N/A,03,02,ON,9.625,5,75,Orange,5,469981.8816,3162587.8418
288,14010000,C,N/A,N/A,N/A,N/A,WALMART ENT,N/A,N/A,N/A,N/A,ON,1.564,7,14,Pasco,7,356176.272400001,3119499.0894
289,26070000,C,02,02-OCT-1987,N/A,CITY OF GAINESVILLE,"SR 26A,SW 2ND AVENUE",N/A,N/A,01,N/A,ON,17.07,2,26,Alachua,2,366497.0286,3281004.2004
290,39010000,C,02,10-JUL-2000,N/A,CITY OF LAKE BUTLER,LAKE STREET,N/A,N/A,03,N/A,ON,4.372,2,39,Union,2,370967.821600002,3322104.7293
291,29010000,C,02,25-MAR-1988,N/A,CITY OF LAKE CITY,"SR 247,BRANDFORD HWY",N/A,N/A,01,N/A,ON,8.033,2,29,Columbia,2,339518.7764,3339772.3896
292,06050000,C,N/A,N/A,SR 64,ZOLFO SPRINGS,SR 35 / US 17,155,02,03,02,ON,16.611,1,06,Hardee,1,421185.399700001,3042089.9583
293,01050000,C,02,N/A,SR 776/MCCALL RD,CHARLOTTE,GULFSTREAM BLVD,49,N/A,01,N/A,ON,4.484,1,01,Charlotte,1,370781.804800002,2979831.1412
294,70022000,C,02,01-JAN-1950,SR 508(NASA BL),MELBOURNE,CR 507(BABCOCK ST),70101,N/A,01,N/A,ON,39.276,5,70,Brevard,5,537156.148100001,3107593.5873
295,16180000,C,05,11-APR-2001,SR 25 / US 27,POLK,WAVERLY BARN,753,N/A,04,02,ON,24.907,1,16,Polk,1,435566.040600002,3124491.8905
296,92010000,C,02,16-APR-1987,SR500(US441/1792-OBT,OSCEOLA COUNTY,CARROL ST,92009,N/A,03,02,ON,13.26,5,92,Osceola,5,460425.7562,3133416.8516
297,90010000,C,04,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,ON,1.413,6,90,Monroe,6,420286.6,2716311.2284
298,94005000,C,N/A,N/A,N/A,N/A,VIRGINIA AVE,N/A,02,01,N/A,ON,0.991,4,94,St. Lucie,4,564209.3367,3033747.8576
299,87240101,C,N/A,N/A,N/A,MIAMI-DADE,NW 27 AV,6162,02,01,N/A,ON,0.098,6,87,Miami-Dade,6,575736.617500001,2865239.6436
300,16030101,C,02,N/A,SR 555 SB/US 17/4TH,POLK,EAGLE AVE,637,N/A,01,N/A,ON,0.431,1,16,Polk,1,425535.865600002,3095127.4359
301,94030000,C,05,N/A,N/A,N/A,N/A,N/A,N/A,01,N/A,ON,24.433,4,94,St. Lucie,4,565356.4555,3033732.3816
302,72230000,C,02,29-SEP-1987,N/A,JACKSONVILLE,SR A1A,N/A,N/A,03,N/A,ON,2.3,2,72,Duval,2,460275.900200001,3358341.1926
303,87053000,C,02,N/A,N/A,MIAMI-DADE,W 69 AVE,4296,N/A,01,N/A,ON,1.8,6,87,Miami-Dade,6,569440.400800001,2850431.5997
304,70140000,C,02,01-JAN-1950,SR 3(COURTENAY PY),BREVARD COUNTY,MUSTANG WAY,70242,N/A,03,02,ON,1.324,5,70,Brevard,5,529249.5199,3138894.808
305,15140000,C,N/A,N/A,N/A,N/A,N/A,N/A,02,N/A,N/A,ON,6.752,7,15,Pinellas,7,317838.495100001,3085739.2504
306,87085000,C,02,N/A,N/A,MIAMI-DADE,NW 7 ST,2328,N/A,01,N/A,ON,1.994,6,87,Miami-Dade,6,578724.430500001,2851579.0111
307,93180000,C,02,14-JAN-1988,N/A,N/A,TPK ENT/AKRON RD,37019,N/A,03,02,ON,2.034,4,93,Palm Beach,4,582429.4876,2944324.0388
308,77070000,C,N/A,N/A,SR 419-SR 434,SEMINOLE COUNTY,SR 426(BROADWAY ST),N/A,02,N/A,N/A,ON,9.465,5,77,Seminole,5,479632.5934,3171475.0001
309,87026000,C,02,N/A,N/A,MIAMI-DADE,NW 7 AV,3210,N/A,01,N/A,ON,5.018,6,87,Miami-Dade,6,578780.757100001,2869513.3562
310,12001101,C,02,N/A,US 41 BUS NB/PARK AV,LEE,SR 80 WB/FIRST ST,230,N/A,01,N/A,ON,1.233,1,12,Lee,1,414137.361100001,2947774.0993
311,87140000,C,03,10-DEC-2008,N/A,MIAMI-DADE,N/A,6448,N/A,01,N/A,ON,4.717,6,87,Miami-Dade,6,579319.543200001,2857475.4875
312,87090005,C,02,N/A,N/A,MIAMI-DADE,NW 95 ST/JOHN HILL,6377,N/A,01,N/A,ON,0,6,87,Miami-Dade,6,567142.375000001,2860400.7501
313,29090000,C,02,15-FEB-2004,N/A,COLUMBIA COUNTY,SW BASCOM NORRIS DR,N/A,N/A,03,N/A,ON,10.892,2,29,Columbia,2,339034.043400001,3339233.1222
314,13160000,C,02,16-AUG-2018,SR 70 / ONECO-MYAKKA,MANATEE,GREENBROOK BLVD,1501,N/A,04,02,ON,8.955,1,13,Manatee,1,361270.000200002,3035050.6014
315,72080000,C,02,16-JUL-1979,N/A,JACKSONVILLE,MONCRIEF RD,N/A,N/A,01,N/A,ON,6.793,2,72,Duval,2,429152.266900001,3362736.3495
316,75060000,C,02,25-NOV-1985,SR 50(COLONIAL DR),ORLANDO,SUMMERLIN AV,75274,N/A,03,02,ON,1.641,5,75,Orange,5,463939.192700001,3158540.5228
317,55060000,C,02,N/A,N/A,CITY OF TALLAHASSEE,COPELAND STREET,145,N/A,01,N/A,ON,7.842,3,55,Leon,3,183935.1489,3372665.4628
318,87001000,C,02,N/A,N/A,MIAMI-DADE,SW 13800 BLK,4604,N/A,01,N/A,ON,3.771,6,87,Miami-Dade,6,558235.0061,2840948.0727
