FID,ROADWAY,ACCESS_CLA,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Length
508,72090446,01,2,72,Duval,2,1.18,1.422,387.8874,387.887445350678
509,10150000,03,7,10,Hillsborough,7,0,4.849,7799.6672,7799.66721409088
510,12005000,04,1,12,Lee,1,16.843,18.898,3305.6465,3305.64647801424
511,16000013,04,1,16,Polk,1,0,0.084,135.0957,135.095706978687
512,07010000,03,1,07,Hendry,1,10.388,12.348,3153.1427,3153.14272691453
513,02010005,06,7,02,Citrus,7,0,0.207,320.9967,320.996663941173
514,87034000,06,6,87,Miami-Dade,6,2.095,5.867,6069.6188,6069.61883335105
515,86200000,06,4,86,Broward,4,3.632,3.999,591.0557,591.055733182691
516,27020000,04,2,27,Baker,2,0,14.702,23658.7027,23658.7027399966
517,06080000,04,1,06,Hardee,1,0.071,15.692,25138.1479,25138.1479396508
518,79070000,06,5,79,Volusia,5,3.862,6.372,4029.7406,4029.74059093851
519,16010000,05,1,16,Polk,1,2.29,4.131,2959.4409,2959.44087755141
520,55080000,05,3,55,Leon,3,1.944,5.027,4959.9452,4959.94524512023
521,75080000,05,5,75,Orange,5,11.578,15.851,6876.6029,6876.60287460016
522,08080000,04,7,08,Hernando,7,0.33,12.875,20191.1164,20191.116440867
523,29020000,05,2,29,Columbia,2,18.253,22.554,6920.6708,6920.67081560053
524,70050000,03,5,70,Brevard,5,16.33,17.945,2598.6601,2598.66014754216
525,86100000,03,4,86,Broward,4,20.423,24.597,6717.4873,6717.48725183202
526,16170000,03,1,16,Polk,1,0,18.816,30257.5704,30257.5704481801
527,57150000,03,3,57,Okaloosa,3,0.313,4.313,6438.8414,6438.84140030901
528,34070000,06,2,34,Levy,2,32.362,33.693,2139.6663,2139.66625711235
529,58010000,05,3,58,Santa Rosa,3,9.317,12.128,4542.2355,4542.23545648813
530,48100000,05,3,48,Escambia,3,2.961,3.901,1518.1927,1518.19265903407
531,26060000,05,2,26,Alachua,2,25.36,26.897,2472.7746,2472.77460675933
532,10110000,03,7,10,Hillsborough,7,6.686,23.74,27469.6391,27469.6390957117
533,13010000,06,1,13,Manatee,1,1.881,2.137,414.383,414.383044981891
534,87012000,06,6,87,Miami-Dade,6,0,2.144,3450.3379,3450.33794232562
535,75120000,05,5,75,Orange,5,0.202,2.2,3236.87,3236.87000811443
536,52050000,04,3,52,Holmes,3,6.711,33.915,43858.1584,43858.1584108959
537,09060000,03,1,09,Highlands,1,0,36.334,58503.2135,58503.2134607151
538,87055000,05,6,87,Miami-Dade,6,6.788,7.062,440.8178,440.817832983578
539,90010000,05,6,90,Monroe,6,3.937,4.531,957.2797,957.279718042271
540,04060000,04,1,04,Desoto,1,4.564,10.991,10337.4475,10337.4474854683
541,93130000,03,4,93,Palm Beach,4,1.005,3.01,3226.526,3226.52597298149
542,87120000,03,6,87,Miami-Dade,6,0,4.01,6453.4399,6453.43990874964
543,59020000,06,3,59,Wakulla,3,0,1.312,2110.6984,2110.69839787344
544,26130001,01,2,26,Alachua,2,0,1.347,2167.0364,2167.03637467889
545,10060000,03,7,10,Hillsborough,7,9.192,22.393,21225.9736,21225.9735629475
546,72291000,06,2,72,Duval,2,6.674,10.6,6313.3355,6313.3355335704
547,09030000,05,1,09,Highlands,1,0,3.992,6426.1625,6426.16248976266
548,57003000,05,3,57,Okaloosa,3,0,2.581,4171.1228,4171.12277412007
549,90060000,05,6,90,Monroe,6,25.587,32.381,10933.1723,10933.1722663832
550,17010000,06,1,17,Sarasota,1,14.895,17.155,3642.2975,3642.29750144275
551,79150000,03,5,79,Volusia,5,0.435,0.97,855.8652,855.865199509664
552,75030000,05,5,75,Orange,5,6.261,8.744,3995.8657,3995.86569329756
553,48003000,06,3,48,Escambia,3,0,4.03,6517.757,6517.7569695897
554,28030000,06,2,28,Bradford,2,0,0.638,1027.7203,1027.72028242162
555,75260000,05,5,75,Orange,5,4.854,6.983,3426.3834,3426.38335466975
556,70120003,04,5,70,Brevard,5,0,0.049,78.3569,78.3569312666232
557,16040000,06,1,16,Polk,1,0,1.037,1670.6222,1670.62221107609
558,78051000,03,2,78,St. Johns,2,0,0.767,1233.9316,1233.93155118752
559,16119000,03,1,16,Polk,1,3.883,5.14,2024.9753,2024.97526018556
560,72018000,06,2,72,Duval,2,2.053,5.737,5936.6483,5936.64828731143
561,31010000,03,2,31,Gilchrist,2,0,7.492,12056.9408,12056.9408357049
562,93020000,07,4,93,Palm Beach,4,6.784,7.471,1105.7562,1105.75621981249
563,48280000,04,3,48,Escambia,3,0.232,3.616,5447.5955,5447.59554506873
564,91090000,04,1,91,Okeechobee,1,0,15.278,24574.7129,24574.7128651419
565,93160000,03,4,93,Palm Beach,4,0,25.642,41283.3067,41283.3066518204
566,70100001,06,5,70,Brevard,5,0.695,1.142,717.9714,717.971431057258
567,12004000,07,1,12,Lee,1,0.643,3.122,3970.1121,3970.11210093461
568,87002000,05,6,87,Miami-Dade,6,0,3.558,5728.6098,5728.60979256174
569,18010000,04,5,18,Sumter,5,7.872,21.759,22358.194,22358.1939801126
570,87016000,06,6,87,Miami-Dade,6,0,0.814,1312.2442,1312.24422885765
571,87034000,05,6,87,Miami-Dade,6,1.711,2.095,617.8744,617.874389064679
572,86100000,03,4,86,Broward,4,6.472,8.512,3283.1139,3283.11393498179
573,27010000,06,2,27,Baker,2,19.658,21.509,2977.9407,2977.94070736508
574,87090000,02,6,87,Miami-Dade,6,0,10.224,16467.7479,16467.7478690572
575,07060000,06,1,07,Hendry,1,17.008,17.636,1011.3317,1011.33167592605
576,06010000,03,1,06,Hardee,1,17.318,20.219,4671.0586,4671.05861261022
577,79070000,03,5,79,Volusia,5,7.817,8.773,1534.8654,1534.86537776121
578,16003000,07,1,16,Polk,1,0.466,1.071,981.3822,981.382193023624
579,55170000,03,3,55,Leon,3,0,4.43,7125.2105,7125.2105407887
580,75080101,07,5,75,Orange,5,0.806,1.566,1224.3831,1224.38313839335
581,61080000,04,3,61,Washington,3,27.5,29.826,3750.035,3750.03503121345
582,78010027,07,2,78,St. Johns,2,0.833,1.404,918.3267,918.326747538312
583,70020000,03,5,70,Brevard,5,4.511,18.382,22315.0678,22315.0678107496
584,86120000,06,4,86,Broward,4,6.269,6.951,1096.8306,1096.83061591174
585,16210000,06,1,16,Polk,1,0,0.126,202.9011,202.901133728694
586,57150003,03,3,57,Okaloosa,3,0,0.383,618.012,618.012040939209
587,34010000,03,2,34,Levy,2,9.009,21.604,20283.2048,20283.2048290272
588,75006001,07,5,75,Orange,5,0,1.036,1663.5522,1663.5522353586
589,58010000,05,3,58,Santa Rosa,3,12.128,16.216,6605.6319,6605.63185756409
590,48117000,06,3,48,Escambia,3,0,1.606,2591.6185,2591.61849069232
591,88050000,04,4,88,Indian River,4,6.345,7.785,2316.2122,2316.21216871587
592,70060001,06,5,70,Brevard,5,0,2.975,4789.7059,4789.70592984568
593,13010000,06,1,13,Manatee,1,0,1.881,3044.849,3044.84898624638
594,79050000,03,5,79,Volusia,5,0,5.187,8347.994,8347.99399731504
595,52010000,04,3,52,Holmes,3,6.63,14.62,12887.9881,12887.988082502
596,77060000,05,5,77,Seminole,5,6.23,6.992,1226.2524,1226.2523952326
597,87060000,05,6,87,Miami-Dade,6,6.612,6.669,91.7433,91.743283695213
598,89070000,04,4,89,Martin,4,0,15.409,24799.6249,24799.6248804478
599,90010000,07,6,90,Monroe,6,0,1.885,3037.8865,3037.88654687877
600,55050000,06,3,55,Leon,3,0.364,0.935,918.849,918.848977166838
601,93140000,04,4,93,Palm Beach,4,19.74,26.288,10537.4139,10537.4139465928
602,87150000,02,6,87,Miami-Dade,6,3.827,22.388,29862.6652,29862.6652242309
603,59020000,03,3,59,Wakulla,3,1.7,9.028,11788.9625,11788.9625415571
604,26090000,04,2,26,Alachua,2,0,2.254,3626.5384,3626.53842851408
605,10030103,05,7,10,Hillsborough,7,0,1.745,2813.4562,2813.45617697962
606,12020102,07,1,12,Lee,1,0,1.56,2494.0512,2494.0512353075
607,77120000,06,5,77,Seminole,5,1.882,4.228,3776.5955,3776.5955462704
608,57040025,05,3,57,Okaloosa,3,0,1.4,2246.3049,2246.3049124067
609,79170000,04,5,79,Volusia,5,0,1,1607.555,1607.55503665175
610,53220000,04,3,53,Jackson,3,0,10.709,17271.551,17271.5509820031
611,60020001,03,3,60,Walton,3,0,3.145,5080.7512,5080.75121017371
612,48070000,06,3,48,Escambia,3,6.767,8.803,3295.5363,3295.53627405614
613,28040000,06,2,28,Bradford,2,5.509,5.708,322.6532,322.653153610549
614,87270160,07,6,87,Miami-Dade,6,0,0.068,107.9548,107.954769119047
615,70140000,03,5,70,Brevard,5,3.4,3.869,754.6022,754.602246806034
616,87053000,07,6,87,Miami-Dade,6,8.68,9.298,995.7004,995.70042326985
617,16160500,03,1,16,Polk,1,0,1.066,1716.0997,1716.09970025637
618,79001000,05,5,79,Volusia,5,2.194,4.196,3220.6475,3220.64752013909
619,93040000,05,4,93,Palm Beach,4,11.127,12.381,2018.0712,2018.07123807466
620,72190000,06,2,72,Duval,2,13.66,14.826,1871.0854,1871.08536936646
621,58050000,03,3,58,Santa Rosa,3,3.281,6.461,5138.5025,5138.50246520202
622,93180001,07,4,93,Palm Beach,4,0,1.167,1872.8462,1872.84620500163
623,10030000,05,7,10,Hillsborough,7,21.65,24.593,4733.3758,4733.37575312468
624,12020000,03,1,12,Lee,1,6.026,8.249,3581.5666,3581.56656405657
625,17030000,05,1,17,Sarasota,1,1.206,2.124,1478.729,1478.72895945632
626,75035000,01,5,75,Orange,5,0,0.159,255.7298,255.729844847954
627,46140005,06,3,46,Bay,3,0,0.824,1334.2886,1334.28863926557
628,33010000,04,2,33,Lafayette,2,0,12.914,20788.4159,20788.4159254757
629,04040000,05,1,04,Desoto,1,14.136,15.376,1996.1999,1996.19993741468
630,93060000,06,4,93,Palm Beach,4,15.255,28.929,22006.0048,22006.0047960422
631,03010000,04,1,03,Collier,1,23.134,33.785,17134.1397,17134.1396519209
632,58470000,04,3,58,Santa Rosa,8,0,5.528,8923.6167,8923.61673101514
633,72150000,05,2,72,Duval,2,2.897,7.973,8166.3069,8166.30686121757
634,10290000,03,7,10,Hillsborough,7,4.282,7.829,5701.1738,5701.17383423449
635,12070000,06,1,12,Lee,1,0.783,2.966,3514.5332,3514.53318810972
636,09040000,04,1,09,Highlands,1,5.877,8.866,4815.887,4815.88696356208
637,17020000,05,1,17,Sarasota,1,0.65,15.266,23519.1197,23519.119704364
638,79181000,01,5,79,Volusia,5,3.154,3.312,255.0556,255.055587911298
639,75050000,03,5,75,Orange,5,6.081,12.277,9975.4035,9975.40346726394
640,06020000,04,1,06,Hardee,1,0,14.28,22937.7304,22937.7304127255
641,10200000,03,7,10,Hillsborough,7,1.327,3.249,3099.7364,3099.73642267903
642,02050000,03,7,02,Citrus,7,17.626,24.33,10793.1168,10793.1168465082
643,55080000,07,3,55,Leon,3,0,1.944,3127.449,3127.44899484729
644,87120000,07,6,87,Miami-Dade,6,10.028,18.121,13024.426,13024.4260052806
645,08060000,04,7,08,Hernando,7,2.049,6.041,6421.226,6421.2260210171
646,78040000,05,2,78,St. Johns,2,15.253,17.041,2877.196,2877.19598099277
647,70014000,04,5,70,Brevard,5,0.411,4.604,6747.3891,6747.38913650892
648,86170000,06,4,86,Broward,4,5.144,10.021,7848.6149,7848.61485293218
649,16300000,03,1,16,Polk,1,3.582,7.244,5878.3963,5878.39628978461
650,57080000,04,3,57,Okaloosa,3,0,8.063,13021.3549,13021.3548601025
651,34150000,04,2,34,Levy,2,0.84,6.356,8878.2179,8878.21786014159
652,75011000,03,5,75,Orange,5,0,2.422,3897.0447,3897.0446539399
653,58005100,04,3,58,Santa Rosa,3,0,0.037,61.4347,61.4346912900071
654,48116000,06,3,48,Escambia,3,0,1.085,1744.2122,1744.21220979136
